,Emp ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,dept,salary
2825,4826,0.95,0.53,4,162,3,0,0,sales,medium
2826,4827,0.89,0.75,5,258,2,0,0,sales,medium
2827,4828,0.74,0.83,4,170,2,0,0,sales,low
2828,4829,0.19,0.8,4,249,5,0,0,sales,low
2829,4830,0.83,0.77,3,171,3,0,0,sales,low
2830,4831,0.53,0.64,2,177,4,0,0,sales,low
2831,4832,0.98,0.75,5,188,2,0,0,sales,low
2832,4833,0.74,0.99,5,146,2,0,0,sales,low
2833,4834,0.22,0.88,5,154,5,0,0,sales,low
2834,4835,0.76,0.68,4,204,3,1,0,sales,low
2835,4836,0.89,0.91,5,224,3,1,0,sales,low
2836,4837,0.5,0.84,3,156,4,0,0,accounting,low
2837,4838,0.17,0.82,6,259,4,0,0,accounting,low
2838,4839,0.46,0.38,6,165,3,0,0,accounting,low
2839,4840,0.68,0.78,3,264,3,0,0,hr,low
2840,4841,0.77,0.86,4,215,2,0,0,hr,low
2841,4842,0.68,0.83,3,133,3,0,0,hr,low
2842,4843,0.15,0.7,4,220,4,0,0,hr,low
2843,4844,0.7,0.98,4,176,5,0,0,technical,low
2844,4845,0.66,0.96,4,103,2,0,0,technical,low
2845,4846,0.54,0.52,5,155,3,0,0,technical,low
2846,4847,0.57,0.57,4,141,3,0,0,technical,low
2847,4848,0.78,0.58,3,150,3,1,0,technical,low
2848,4849,0.14,0.83,5,171,6,0,0,technical,medium
2849,4850,0.73,0.86,4,179,3,0,0,technical,medium
2850,4851,0.65,0.97,4,145,2,0,0,technical,medium
2851,4852,0.31,0.59,3,176,3,0,0,technical,medium
2852,4853,0.77,0.55,2,172,2,0,0,technical,medium
2853,4854,0.68,0.85,3,243,4,0,0,technical,medium
2854,4855,0.79,0.69,4,209,2,0,0,support,medium
2855,4856,0.92,0.62,4,196,3,0,0,support,medium
2856,4857,0.77,0.96,6,225,4,0,0,support,medium
2857,4858,0.48,0.89,3,261,2,0,0,support,medium
2858,4859,0.63,0.66,4,157,2,0,0,support,medium
2859,4860,0.92,0.49,5,259,3,1,0,support,medium
2860,4861,0.5,0.85,4,224,6,0,0,support,high
2861,4862,0.52,0.91,5,193,2,0,0,support,low
2862,4863,0.73,0.79,4,157,3,0,0,support,medium
2863,4864,0.99,0.87,4,223,3,0,0,support,medium
2864,4865,0.91,0.99,3,188,3,1,0,support,medium
2865,4866,0.85,0.79,3,217,2,0,0,technical,medium
2866,4867,0.95,0.69,4,207,2,1,0,technical,low
2867,4868,0.67,0.85,3,153,4,0,0,technical,low
2868,4869,0.86,0.55,3,269,2,0,0,management,low
2869,4870,0.71,0.54,4,198,3,0,0,IT,low
2870,4871,0.99,0.95,4,102,5,0,0,IT,low
2871,4872,0.57,0.61,3,167,2,1,0,IT,low
2872,4873,0.98,0.72,3,252,2,0,0,IT,low
2873,4874,0.62,0.58,3,192,2,0,0,IT,low
2874,4875,0.74,0.79,5,237,4,0,0,product_mng,low
2875,4876,0.7,0.6,4,158,3,0,0,product_mng,low
2876,4877,0.8,0.93,3,260,3,0,0,product_mng,low
2877,4878,0.65,0.69,4,153,3,0,0,product_mng,low
2878,4879,0.53,0.52,3,233,4,0,0,IT,low
2879,4880,0.43,0.62,2,180,3,0,0,RandD,low
2880,4881,0.59,0.65,4,163,3,1,0,RandD,low
2881,4882,0.16,0.96,6,211,6,1,0,RandD,low
2882,4883,0.84,0.8,3,151,3,1,0,RandD,low
2883,4884,0.78,0.95,3,249,4,0,0,RandD,low
2884,4885,0.66,0.91,5,199,3,1,0,marketing,low
2885,4886,0.7,0.74,4,247,2,0,0,sales,low
2886,4887,0.73,0.63,4,174,3,0,0,accounting,low
2887,4888,0.65,0.88,4,268,4,0,0,support,medium
2888,4889,0.79,0.59,5,197,4,0,0,technical,medium
2889,4890,0.57,0.68,4,154,3,1,0,management,medium
2890,4891,0.24,0.58,5,279,4,0,0,marketing,medium
2891,4892,0.95,0.78,3,204,2,1,0,marketing,medium
2892,4893,0.38,0.54,2,112,3,0,0,marketing,medium
2893,4894,0.9,0.78,4,261,2,1,0,sales,medium
2894,4895,0.5,0.4,3,180,4,0,0,sales,medium
2895,4896,0.68,0.61,3,261,5,0,0,sales,medium
2896,4897,0.5,0.78,6,138,3,0,0,sales,medium
2897,4898,0.85,0.81,4,164,4,0,0,sales,medium
2898,4899,0.95,0.52,3,144,3,0,0,sales,medium
2899,4900,0.92,0.92,3,244,2,0,0,sales,high
2900,4901,0.83,0.87,5,233,3,0,0,sales,low
2901,4902,0.9,0.78,4,225,2,1,0,sales,medium
2902,4903,0.21,0.77,6,215,4,0,0,sales,medium
2903,4904,0.94,0.86,3,223,4,0,0,sales,medium
2904,4905,0.7,0.85,4,232,3,0,0,sales,medium
2905,4906,0.54,0.76,3,157,4,0,0,sales,low
2906,4907,0.77,0.65,4,268,3,0,0,sales,low
2907,4908,0.62,0.49,3,158,2,0,0,sales,low
2908,4909,0.93,0.55,5,222,2,0,0,sales,low
2909,4910,0.81,0.86,3,210,3,0,0,sales,low
2910,4911,0.99,0.79,4,133,2,0,0,sales,low
2911,4912,0.78,0.49,3,224,3,0,0,sales,low
2912,4913,0.66,0.63,5,264,5,0,0,accounting,low
2913,4914,0.9,0.72,5,237,2,0,0,accounting,low
2914,4915,0.74,0.53,5,141,2,0,0,accounting,low
2915,4916,0.65,0.78,4,238,5,1,0,hr,low
2916,4917,0.99,0.52,4,167,3,0,0,hr,low
2917,4918,0.83,0.72,4,161,3,0,0,hr,low
2918,4919,0.6,0.82,4,194,3,0,0,hr,low
2919,4920,0.55,0.93,3,217,3,1,0,technical,low
2920,4921,0.96,0.71,3,170,3,0,0,technical,low
2921,4922,0.83,0.94,4,243,3,0,0,technical,low
2922,4923,0.95,0.7,4,267,3,1,0,technical,low
2923,4924,0.77,0.88,2,169,3,0,0,technical,medium
2924,4925,0.83,0.95,3,255,3,0,0,technical,medium
2925,4926,0.87,0.54,4,211,3,0,0,technical,medium
2926,4927,0.69,0.49,3,198,4,0,0,technical,medium
2927,4928,0.67,0.58,3,246,3,0,0,technical,medium
2928,4929,0.55,0.49,3,146,2,0,0,technical,medium
2929,4930,0.55,0.82,4,134,6,0,0,technical,medium
2930,4931,0.39,0.48,3,169,3,0,0,support,medium
2931,4932,0.51,0.93,5,232,3,0,0,support,medium
2932,4933,0.39,0.38,2,106,3,1,0,support,medium
2933,4934,0.96,0.93,4,260,3,0,0,support,medium
2934,4935,0.68,0.81,3,232,2,0,0,support,medium
2935,4936,0.67,0.71,4,173,3,0,0,support,high
2936,4937,0.68,0.44,5,152,5,0,0,support,low
2937,4938,0.56,0.58,3,173,3,0,0,support,medium
2938,4939,0.9,0.7,3,274,3,0,0,support,medium
2939,4940,0.69,0.59,3,233,3,0,0,support,medium
2940,4941,0.99,0.71,4,232,3,0,0,support,medium
2941,4942,0.42,0.59,3,156,2,0,0,technical,low
2942,4943,0.28,0.51,3,124,3,0,0,technical,low
2943,4944,0.55,0.65,3,207,3,0,0,technical,low
2944,4945,0.91,0.53,3,273,6,0,0,management,low
2945,4946,0.53,0.98,3,219,4,0,0,IT,low
2946,4947,0.87,0.74,4,207,3,0,0,IT,low
2947,4948,0.57,0.6,4,248,4,0,0,IT,low
2948,4949,0.59,0.77,3,169,3,0,0,IT,low
2949,4950,0.76,0.89,4,181,3,0,0,IT,low
2950,4951,0.59,0.42,3,196,3,0,0,product_mng,low
2951,4952,0.5,0.54,3,254,2,0,0,product_mng,low
2952,4953,0.55,0.55,4,191,4,0,0,product_mng,low
2953,4954,0.92,0.53,3,238,2,0,0,product_mng,low
2954,4955,0.8,0.51,5,196,3,0,0,IT,low
2955,4956,0.93,0.66,4,228,3,0,0,RandD,low
2956,4957,0.67,0.57,4,165,3,0,0,RandD,low
2957,4958,0.78,0.55,3,144,2,0,0,RandD,low
2958,4959,0.61,0.7,4,243,3,0,0,RandD,low
2959,4960,0.74,0.84,3,206,3,0,0,RandD,low
2960,4961,0.5,0.49,3,180,3,1,0,marketing,low
2961,4962,0.84,0.96,3,161,2,1,0,sales,low
2962,4963,0.89,0.55,4,196,2,0,0,accounting,medium
2963,4964,0.77,0.89,5,152,3,0,0,support,medium
2964,4965,0.64,0.71,3,231,4,0,0,technical,medium
2965,4966,0.77,0.89,2,215,5,1,0,management,medium
2966,4967,0.74,0.58,4,233,4,0,0,marketing,medium
2967,4968,0.88,0.96,4,155,2,0,0,marketing,medium
2968,4969,0.88,0.96,5,182,4,1,0,marketing,medium
2969,4970,0.89,0.88,3,165,4,0,0,sales,medium
2970,4971,0.74,0.59,2,257,4,1,0,sales,medium
2971,4972,0.63,0.74,4,155,2,0,0,sales,medium
2972,4973,0.63,0.8,4,243,2,0,0,sales,medium
2973,4974,0.68,0.92,2,184,4,0,0,sales,medium
2974,4975,0.14,0.81,4,138,3,1,0,sales,high
2975,4976,0.86,0.94,5,209,4,0,0,sales,low
2976,4977,0.73,0.53,3,205,2,0,0,sales,medium
2977,4978,0.57,0.56,3,191,3,0,0,sales,medium
2978,4979,0.97,0.75,5,270,3,1,0,sales,medium
2979,4980,0.67,0.36,4,97,4,0,0,sales,medium
2980,4981,0.89,0.74,4,174,2,0,0,sales,low
2981,4982,0.8,0.96,5,124,3,0,0,sales,low
2982,4983,0.3,0.51,2,178,3,0,0,sales,low
2983,4984,0.14,0.73,5,266,6,0,0,sales,low
2984,4985,0.91,0.8,4,181,3,0,0,sales,low
2985,4986,0.49,0.81,4,233,3,0,0,sales,low
2986,4987,0.57,0.68,3,254,4,0,0,sales,low
2987,4988,0.59,0.62,3,219,3,0,0,sales,low
2988,4989,0.5,0.7,5,166,2,0,0,accounting,low
2989,4990,0.69,0.97,3,158,2,0,0,accounting,low
2990,4991,0.81,0.68,3,151,3,0,0,accounting,low
2991,4992,0.79,0.82,3,98,3,1,0,hr,low
2992,4993,0.55,0.91,4,187,4,1,0,hr,low
2993,4994,0.92,0.62,4,266,2,0,0,hr,low
2994,4995,0.94,0.59,5,250,3,0,0,hr,low
2995,4996,0.67,0.55,5,193,3,0,0,technical,low
2996,4997,0.53,0.92,4,223,3,1,0,technical,low
2997,4998,0.77,0.59,5,189,5,0,0,technical,low
2998,4999,0.57,0.82,5,138,3,0,0,technical,low
2999,5000,0.64,0.97,4,268,2,0,0,technical,low
3000,5001,0.35,1.0,6,186,2,0,0,technical,low
3001,5002,0.66,0.71,3,136,3,1,0,technical,medium
3002,5003,0.59,0.84,4,245,3,0,0,technical,medium
3003,5004,0.49,0.93,4,184,3,0,0,technical,medium
3004,5005,0.91,0.99,5,152,3,0,0,technical,medium
3005,5006,0.12,0.6,2,194,4,0,0,technical,medium
3006,5007,0.74,0.68,3,242,5,1,0,support,medium
3007,5008,0.84,0.94,4,246,2,1,0,support,medium
3008,5009,0.51,0.99,4,211,3,0,0,support,medium
3009,5010,0.94,0.71,4,189,3,0,0,support,medium
3010,5011,0.74,0.66,3,254,2,0,0,support,medium
3011,5012,0.52,0.54,5,239,3,0,0,support,medium
3012,5013,0.31,0.92,4,133,6,0,0,support,medium
3013,5014,0.72,0.59,3,255,2,0,0,support,high
3014,5015,0.92,1.0,3,212,2,0,0,support,low
3015,5016,0.56,0.64,3,270,3,0,0,support,medium
3016,5017,0.76,0.45,5,177,6,0,0,support,medium
3017,5018,0.59,0.9,4,261,4,0,0,technical,medium
3018,5019,0.5,0.74,3,220,3,0,0,technical,medium
3019,5020,0.88,0.72,2,144,4,1,0,technical,low
3020,5021,0.86,0.49,4,274,2,0,0,management,low
3021,5022,0.66,0.99,4,195,3,0,0,IT,low
3022,5023,0.7,0.69,4,158,3,0,0,IT,low
3023,5024,0.98,0.93,5,145,4,0,0,IT,low
3024,5025,0.61,0.73,3,165,3,1,0,IT,low
3025,5026,0.57,0.66,4,270,2,0,0,IT,low
3026,5027,0.84,0.91,5,208,3,0,0,product_mng,low
3027,5028,0.76,0.4,2,245,5,0,0,product_mng,medium
3028,5029,0.64,0.99,4,180,4,0,0,product_mng,medium
3029,5030,0.87,0.7,5,225,3,0,0,product_mng,medium
3030,5031,0.62,0.69,3,261,2,0,0,IT,medium
3031,5032,0.16,0.99,3,213,6,1,1,RandD,medium
3032,5033,0.83,0.87,3,230,3,0,1,RandD,medium
3033,5034,0.36,0.59,2,198,2,0,1,RandD,medium
3034,5035,0.47,0.51,6,190,5,0,1,RandD,medium
3035,5036,0.54,0.51,4,137,4,0,1,RandD,medium
3036,5037,0.83,0.83,3,186,3,1,1,marketing,medium
3037,5038,0.96,0.68,4,137,2,0,1,sales,medium
3038,5039,0.91,0.74,5,192,3,0,1,accounting,medium
3039,5040,0.56,0.59,4,164,3,0,1,support,medium
3040,5041,0.73,0.66,6,195,3,0,1,technical,medium
3041,5042,0.97,0.63,4,151,3,0,1,management,medium
3042,5043,0.75,0.74,5,231,3,0,1,marketing,medium
3043,5044,0.49,0.76,3,257,2,1,0,marketing,medium
3044,5045,0.57,0.94,4,257,3,0,0,marketing,medium
3045,5046,0.41,0.58,5,274,2,1,0,sales,medium
3046,5047,0.53,0.7,3,138,2,0,0,sales,medium
3047,5048,0.93,0.6,4,184,3,0,0,sales,medium
3048,5049,0.58,0.9,3,151,3,0,0,sales,medium
3049,5050,0.6,0.54,3,265,3,1,0,sales,medium
3050,5051,0.74,0.8,4,241,2,0,0,sales,medium
3051,5052,0.62,0.52,3,148,3,0,0,sales,medium
3052,5053,0.7,0.76,5,165,3,0,0,sales,medium
3053,5054,0.93,0.75,3,243,2,0,0,sales,medium
3054,5055,0.75,0.9,4,197,2,0,0,sales,medium
3055,5056,0.95,0.48,5,214,6,1,1,sales,medium
3056,5057,0.43,0.98,4,164,3,0,1,sales,medium
3057,5058,0.77,0.58,4,243,4,1,1,sales,medium
3058,5059,0.67,1.0,4,145,3,1,1,sales,medium
3059,5060,0.51,0.72,4,163,4,0,1,sales,medium
3060,5061,0.94,0.53,5,257,2,0,1,sales,medium
3061,5062,0.9,0.85,3,253,3,0,0,sales,medium
3062,5063,0.8,0.78,4,234,3,0,0,sales,medium
3063,5064,0.34,0.89,5,266,6,0,0,sales,medium
3064,5065,0.45,0.53,3,181,4,1,0,accounting,low
3065,5066,0.97,0.66,4,193,4,0,0,accounting,low
3066,5067,0.5,0.48,3,163,4,0,0,accounting,low
3067,5068,0.89,0.62,5,144,2,0,0,hr,low
3068,5069,0.76,0.5,4,245,3,0,0,hr,low
3069,5070,0.66,0.84,4,197,2,0,0,hr,low
3070,5071,0.74,0.63,3,180,2,0,0,hr,low
3071,5072,0.69,0.74,4,237,3,0,0,technical,low
3072,5073,0.59,0.57,2,170,3,0,0,technical,low
3073,5074,1.0,0.85,3,150,3,0,0,technical,low
3074,5075,0.61,0.75,2,100,4,0,0,technical,low
3075,5076,0.98,0.42,5,226,3,0,0,technical,low
3076,5077,0.59,0.71,5,222,3,0,0,technical,low
3077,5078,0.22,0.69,4,182,6,0,0,technical,low
3078,5079,0.71,0.95,3,150,2,0,0,technical,low
3079,5080,0.86,0.53,4,244,3,0,0,technical,medium
3080,5081,0.65,0.59,5,271,3,0,0,technical,medium
3081,5082,0.93,0.67,5,167,3,0,0,technical,medium
3082,5083,0.49,0.69,2,128,2,0,0,support,medium
3083,5084,0.78,0.77,3,149,4,1,0,support,medium
3084,5085,0.62,0.7,4,141,4,0,0,support,medium
3085,5086,0.72,0.63,3,149,2,0,0,support,medium
3086,5087,0.7,0.56,4,107,6,0,0,support,medium
3087,5088,0.54,0.93,5,189,2,0,0,support,medium
3088,5089,0.61,0.95,4,169,4,0,0,support,medium
3089,5090,0.84,0.95,4,208,3,1,0,support,medium
3090,5091,0.8,0.58,3,197,3,0,0,support,medium
3091,5092,0.58,0.5,4,225,3,0,0,support,high
3092,5093,0.97,0.87,2,175,6,0,0,support,high
3093,5094,0.92,0.55,3,172,2,0,0,technical,high
3094,5095,0.96,0.51,3,237,4,0,0,technical,high
3095,5096,0.73,0.87,4,155,3,1,0,technical,high
3096,5097,0.73,0.71,4,148,3,0,0,management,high
3097,5098,0.53,0.83,4,246,3,0,0,IT,high
3098,5099,0.17,0.82,5,193,5,0,0,IT,high
3099,5100,0.75,0.76,5,175,4,0,0,IT,low
3100,5101,0.76,0.44,3,121,4,0,0,IT,low
3101,5102,0.76,0.77,4,223,3,0,0,IT,low
3102,5103,0.92,0.55,3,259,3,0,0,product_mng,low
3103,5104,0.82,0.88,4,171,2,0,0,product_mng,low
3104,5105,0.38,0.5,2,170,3,0,0,product_mng,low
3105,5106,0.49,0.72,4,246,3,0,0,product_mng,low
3106,5107,0.53,0.8,3,175,3,0,0,IT,low
3107,5108,0.56,0.59,3,185,2,0,0,RandD,medium
3108,5109,0.69,0.98,3,168,2,0,0,RandD,medium
3109,5110,0.62,0.99,4,171,3,0,0,RandD,medium
3110,5111,0.71,0.76,3,201,2,0,0,RandD,medium
3111,5112,0.52,1.0,4,148,3,0,0,RandD,medium
3112,5113,0.2,0.53,6,189,4,0,0,marketing,medium
3113,5114,0.93,0.61,3,166,3,0,0,sales,medium
3114,5115,0.74,0.81,4,150,2,0,0,accounting,medium
3115,5116,0.78,0.45,3,253,6,0,1,support,medium
3116,5117,0.85,0.79,3,243,2,0,1,technical,medium
3117,5118,0.79,0.56,5,250,2,1,1,management,medium
3118,5119,0.92,0.91,3,228,2,0,1,marketing,medium
3119,5120,0.58,0.97,3,186,3,0,1,marketing,medium
3120,5121,0.68,0.72,3,213,3,0,1,marketing,medium
3121,5122,0.9,0.67,4,233,3,0,1,sales,medium
3122,5123,0.67,0.71,5,265,2,0,1,sales,medium
3123,5124,0.79,0.73,4,226,3,0,0,sales,medium
3124,5125,0.23,0.48,5,221,6,0,0,sales,medium
3125,5126,0.98,0.99,3,253,4,0,0,sales,medium
3126,5127,0.8,0.75,3,134,4,0,0,sales,medium
3127,5128,0.77,0.84,3,188,4,0,0,sales,medium
3128,5129,1.0,0.91,3,160,4,0,0,sales,medium
3129,5130,0.6,0.92,4,164,4,0,0,sales,medium
3130,5131,0.49,0.54,6,214,3,0,0,sales,high
3131,5132,0.91,0.99,5,228,4,1,0,sales,low
3132,5133,0.97,0.52,5,149,3,1,0,sales,medium
3133,5134,0.71,0.76,3,175,2,0,0,sales,medium
3134,5135,0.62,0.91,3,195,3,0,0,sales,medium
3135,5136,0.61,0.92,3,222,4,0,0,sales,medium
3136,5137,0.21,0.6,5,249,4,0,0,sales,medium
3137,5138,0.64,0.97,2,226,3,1,0,sales,medium
3138,5139,0.61,0.65,2,117,2,1,0,sales,medium
3139,5140,0.58,0.75,4,255,3,0,0,sales,medium
3140,5141,0.41,0.9,6,155,2,0,0,accounting,medium
3141,5142,0.98,0.73,5,185,3,0,0,accounting,medium
3142,5143,0.5,0.88,4,275,5,0,0,accounting,low
3143,5144,0.98,0.61,3,226,2,0,0,hr,low
3144,5145,0.4,0.85,4,198,2,0,0,hr,low
3145,5146,0.63,0.92,2,198,2,0,0,hr,low
3146,5147,0.75,0.53,4,251,3,0,0,hr,low
3147,5148,0.82,0.84,3,237,2,0,0,technical,low
3148,5149,0.55,0.62,5,197,2,0,0,technical,low
3149,5150,0.44,0.36,2,136,3,0,0,technical,high
3150,5151,0.92,0.88,3,184,3,1,0,technical,low
3151,5152,0.57,0.56,2,159,3,0,0,technical,high
3152,5153,0.73,0.86,4,133,3,0,0,technical,high
3153,5154,0.82,0.92,5,198,3,0,0,technical,low
3154,5155,0.54,0.75,3,260,2,0,0,technical,low
3155,5156,0.64,0.95,3,154,4,0,0,technical,high
3156,5157,0.99,0.76,4,185,5,0,0,technical,low
3157,5158,0.19,0.92,5,193,6,0,0,technical,medium
3158,5159,0.86,0.96,4,167,3,0,0,support,high
3159,5160,0.65,0.66,5,165,3,0,0,support,medium
3160,5161,0.52,0.81,3,253,2,0,0,support,medium
3161,5162,0.85,0.49,4,142,3,0,0,support,medium
3162,5163,0.61,0.64,5,186,4,0,0,support,medium
3163,5164,0.77,0.57,4,203,3,1,0,support,high
3164,5165,0.54,0.94,4,217,2,0,0,support,medium
3165,5166,0.76,0.74,4,187,3,0,0,support,medium
3166,5167,0.79,0.9,3,152,4,0,0,support,medium
3167,5168,0.89,0.93,5,150,2,0,0,support,high
3168,5169,0.6,0.8,3,191,2,0,0,support,medium
3169,5170,0.51,0.58,4,140,3,0,0,technical,high
3170,5171,0.2,0.72,5,123,2,1,0,technical,low
3171,5172,0.93,0.6,5,170,2,0,0,technical,medium
3172,5173,0.77,0.54,3,227,4,0,0,management,medium
3173,5174,0.8,0.87,4,220,2,0,0,IT,medium
3174,5175,0.8,0.97,5,258,3,0,0,IT,medium
3175,5176,0.62,0.92,5,149,3,0,0,IT,low
3176,5177,0.79,0.72,4,192,3,0,0,IT,low
3177,5178,0.88,0.73,5,267,3,0,0,IT,low
3178,5179,0.96,0.73,5,169,3,1,0,product_mng,low
3179,5180,0.34,0.69,2,178,3,0,0,product_mng,low
3180,5181,0.34,0.65,2,165,4,0,0,product_mng,low
3181,5182,0.88,0.85,4,231,3,0,0,product_mng,low
3182,5183,0.66,0.61,3,260,3,0,0,IT,low
3183,5184,0.55,0.71,4,181,2,1,0,RandD,low
3184,5185,0.59,0.51,3,243,2,0,0,RandD,low
3185,5186,0.62,0.73,4,191,3,0,0,RandD,high
3186,5187,0.78,0.93,3,200,3,0,0,RandD,low
3187,5188,0.73,0.75,5,265,3,0,0,RandD,low
3188,5189,0.71,0.94,4,246,3,0,0,marketing,low
3189,5190,0.97,0.86,3,187,2,0,0,sales,low
3190,5191,0.21,0.74,5,141,4,0,0,accounting,high
3191,5192,0.52,0.96,4,246,3,0,0,support,low
3192,5193,0.73,0.88,4,236,3,1,0,technical,low
3193,5194,0.74,0.83,3,170,3,0,0,management,low
3194,5195,0.26,0.71,6,189,2,0,0,marketing,high
3195,5196,0.52,0.78,4,237,3,0,0,marketing,low
3196,5197,0.69,0.54,4,180,3,0,0,marketing,medium
3197,5198,0.79,0.59,2,157,6,0,0,sales,high
3198,5199,0.93,0.62,4,258,3,0,0,sales,medium
3199,5200,0.34,0.87,4,283,2,0,0,sales,high
3200,5201,0.77,0.52,4,216,3,0,0,sales,medium
3201,5202,0.36,0.73,3,187,3,0,0,sales,medium
3202,5203,0.93,0.58,3,215,3,0,0,sales,medium
3203,5204,0.7,0.58,3,211,3,0,0,sales,medium
3204,5205,0.51,0.49,4,182,2,0,0,sales,medium
3205,5206,0.83,0.78,3,165,3,1,0,sales,medium
3206,5207,0.89,0.89,4,265,2,0,0,sales,medium
3207,5208,0.94,0.59,3,137,2,0,0,sales,medium
3208,5209,0.8,0.55,4,269,3,0,0,sales,high
3209,5210,0.74,0.66,3,177,2,0,0,sales,low
3210,5211,0.5,0.91,3,240,2,0,0,sales,medium
3211,5212,0.54,0.84,4,174,2,0,0,sales,medium
3212,5213,0.5,0.54,3,134,3,0,0,sales,medium
3213,5214,0.17,0.91,2,271,4,0,0,sales,medium
3214,5215,0.57,0.53,5,216,2,1,0,sales,medium
3215,5216,0.8,0.51,4,213,3,0,0,sales,medium
3216,5217,0.45,0.64,5,133,4,0,0,accounting,medium
3217,5218,0.87,0.5,4,267,2,1,0,accounting,medium
3218,5219,0.98,0.64,3,263,4,0,0,accounting,medium
3219,5220,0.55,0.8,4,260,3,0,0,hr,high
3220,5221,0.53,0.5,4,185,3,0,0,hr,low
3221,5222,0.75,0.48,2,284,6,0,0,hr,low
3222,5223,0.96,0.59,3,229,3,0,0,hr,low
3223,5224,0.71,0.97,3,189,3,1,0,technical,high
3224,5225,0.7,0.63,3,209,3,0,0,technical,low
3225,5226,0.33,0.94,4,166,6,0,0,technical,low
3226,5227,0.93,0.94,3,183,2,0,0,technical,low
3227,5228,0.64,0.65,3,181,2,0,0,technical,high
3228,5229,0.27,0.45,3,239,4,0,0,technical,low
3229,5230,0.99,0.99,3,158,2,0,0,technical,low
3230,5231,0.81,0.62,3,187,3,0,0,technical,low
3231,5232,0.6,0.91,4,236,3,0,0,technical,low
3232,5233,0.32,0.4,6,162,5,0,0,technical,low
3233,5234,0.48,0.68,4,163,2,1,0,technical,low
3234,5235,0.87,0.51,4,173,3,0,0,support,low
3235,5236,0.91,0.79,5,273,4,1,0,support,medium
3236,5237,0.24,0.89,5,142,4,0,0,support,medium
3237,5238,0.66,0.56,4,141,4,0,0,support,medium
3238,5239,0.94,0.59,3,234,2,0,0,support,medium
3239,5240,0.93,0.97,5,255,4,0,0,support,medium
3240,5241,0.19,0.55,5,148,4,0,0,support,medium
3241,5242,0.88,0.45,5,274,2,1,0,support,medium
3242,5243,0.76,0.47,3,223,2,0,0,support,medium
3243,5244,0.67,0.64,5,248,3,0,0,support,medium
3244,5245,0.54,0.5,4,146,2,0,0,support,medium
3245,5246,0.53,0.95,2,101,5,0,0,technical,medium
3246,5247,0.67,0.92,4,265,4,0,0,technical,medium
3247,5248,0.5,0.38,5,175,4,0,0,technical,high
3248,5249,0.49,0.76,4,202,3,0,0,management,low
3249,5250,0.82,0.71,3,160,3,0,0,IT,medium
3250,5251,0.86,0.71,3,235,3,0,0,IT,medium
3251,5252,0.5,0.5,4,267,3,0,0,IT,medium
3252,5253,0.82,0.6,3,261,2,1,0,IT,medium
3253,5254,0.95,0.78,2,148,2,0,0,IT,low
3254,5255,0.64,0.87,3,239,4,0,0,product_mng,low
3255,5256,0.91,0.5,3,178,2,0,0,product_mng,low
3256,5257,0.79,0.75,2,221,3,0,0,product_mng,low
3257,5258,0.83,0.56,4,269,3,0,0,product_mng,low
3258,5259,0.66,0.6,3,262,2,1,0,IT,low
3259,5260,0.92,0.8,4,263,4,0,0,RandD,low
3260,5261,0.59,0.47,5,191,3,0,0,RandD,low
3261,5262,0.6,0.83,2,189,2,0,0,RandD,low
3262,5263,0.68,0.97,5,207,4,1,0,RandD,low
3263,5264,0.58,0.73,3,265,6,0,0,RandD,low
3264,5265,0.93,0.77,5,224,2,0,0,marketing,low
3265,5266,0.66,0.5,3,229,3,0,0,marketing,low
3266,5267,0.8,0.99,3,158,3,0,0,sales,low
3267,5268,0.28,0.79,5,202,5,0,0,accounting,low
3268,5269,0.84,0.59,4,216,2,0,0,support,low
3269,5270,0.86,0.58,4,220,5,0,0,technical,low
3270,5271,0.46,0.45,2,172,2,1,0,management,low
3271,5272,0.94,0.92,3,187,2,0,0,marketing,low
3272,5273,0.8,0.76,3,270,2,1,0,marketing,low
3273,5274,0.13,0.63,6,219,6,0,0,marketing,low
3274,5275,0.95,0.73,3,243,3,1,0,sales,medium
3275,5276,0.93,0.88,4,261,4,0,0,sales,medium
3276,5277,0.86,0.81,4,179,3,0,0,sales,medium
3277,5278,0.67,0.93,5,133,2,0,0,sales,medium
3278,5279,0.73,0.6,4,224,3,0,0,sales,medium
3279,5280,0.62,0.92,4,198,2,0,0,sales,medium
3280,5281,0.53,0.81,5,135,2,0,0,sales,medium
3281,5282,0.68,0.68,3,143,3,0,0,sales,medium
3282,5283,0.69,0.55,4,234,2,0,0,sales,medium
3283,5284,0.66,0.92,3,177,3,0,0,sales,medium
3284,5285,0.98,0.56,5,180,3,0,0,sales,medium
3285,5286,0.57,0.39,3,193,6,0,0,sales,medium
3286,5287,0.64,0.78,5,148,4,0,0,sales,high
3287,5288,0.71,0.58,3,194,4,0,0,sales,low
3288,5289,0.94,0.7,3,271,4,0,0,sales,medium
3289,5290,0.8,0.85,3,135,2,0,0,sales,medium
3290,5291,0.59,0.94,4,136,2,0,0,sales,medium
3291,5292,0.95,0.7,6,243,3,0,0,sales,medium
3292,5293,1.0,0.39,2,210,5,0,0,sales,low
3293,5294,0.53,0.59,3,163,4,0,0,accounting,low
3294,5295,0.35,0.59,5,268,3,0,0,accounting,low
3295,5296,0.73,0.66,3,244,3,0,0,accounting,low
