transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
2862,5,1336,9/23/2017,0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,33549
2863,91,3129,5/11/2017,1,Approved,WeareA2B,Standard,low,medium,642.31,513.85,37874
2864,32,3478,9/24/2017,0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337
2865,61,1367,12/19/2017,0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172
2866,74,2562,6/3/2017,0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668
2867,16,1554,8/18/2017,0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,33888
2868,38,2458,5/20/2017,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41047
2869,94,2121,10/2/2017,0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,42458
2870,38,2888,4/24/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41009
2871,67,3334,2/27/2017,1,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,40410
2872,8,52,4/22/2017,0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649
2873,41,781,2/20/2017,1,Approved,Solex,Road,medium,medium,416.98,312.74,35560
2874,83,1801,6/30/2017,0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533
2875,0,2012,6/9/2017,0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707
2876,3,2454,5/13/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40649
2877,63,849,8/24/2017,0,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146
2878,23,799,4/16/2017,1,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,33455
2879,2,3071,3/12/2017,0,Approved,Solex,Standard,medium,medium,71.49,53.62,37659
2880,76,2415,9/6/2017,1,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922
2881,7,1585,7/18/2017,0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,33549
2882,79,1711,8/13/2017,0,Approved,Solex,Touring,medium,large,2083.94,675.03,38482
2883,32,1195,12/1/2017,0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337
2884,1,699,11/5/2017,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41167
2885,60,802,8/2/2017,1,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779
2886,19,3088,12/27/2017,1,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880
2887,0,2770,8/12/2017,0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,36361
2888,46,1980,6/30/2017,0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,35560
2889,5,1012,12/21/2017,0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,41701
2890,58,3225,3/5/2017,1,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,41047
2891,48,2434,7/8/2017,0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848
2892,2,2055,4/22/2017,1,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487
2893,6,3126,10/18/2017,0,Approved,Solex,Standard,high,medium,748.17,448.9,33552
2894,36,1951,6/6/2017,0,Approved,Solex,Standard,low,medium,945.04,507.58,36361
2895,39,2062,4/14/2017,1,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336
2896,35,1771,5/26/2017,1,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,36498
2897,23,3221,5/28/2017,0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,38482
2898,79,2061,6/24/2017,1,Approved,Solex,Touring,medium,large,2083.94,675.03,41533
2899,13,1944,10/6/2017,1,Approved,Solex,Standard,medium,medium,1577.53,826.51,39427
2900,65,1697,3/14/2017,0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,40487
2901,59,2242,1/26/2017,1,Approved,Solex,Standard,medium,large,1061.56,733.58,34170
2902,87,1597,5/14/2017,1,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,35667
2903,84,629,3/8/2017,1,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879
2904,76,2061,1/21/2017,1,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539
2905,52,2062,11/18/2017,0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220
2906,21,2746,12/22/2017,1,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,38216
2907,21,1656,7/25/2017,0,Approved,Solex,Standard,medium,large,1071.23,380.74,42404
2908,86,1722,2/22/2017,1,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206
2909,38,1664,1/25/2017,1,Approved,Solex,Standard,medium,medium,1577.53,826.51,39526
2910,22,1122,8/17/2017,1,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165
2911,81,850,2/24/2017,0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429
2912,18,2347,10/4/2017,1,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226
2913,5,1396,4/6/2017,1,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784
2914,10,3391,2/10/2017,1,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701
2915,1,1546,9/18/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38573
2916,40,2465,8/24/2017,1,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,39526
2917,90,2072,11/29/2017,1,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,37539
2918,35,299,7/2/2017,0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,40336
2919,81,1912,4/23/2017,0,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498
2920,34,2179,1/7/2017,0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698
2921,1,1329,2/14/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
2922,67,414,1/9/2017,0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160
2923,48,1606,11/10/2017,1,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41009
2924,58,2189,7/8/2017,1,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220
2925,0,1480,11/16/2017,1,Approved,Solex,Standard,medium,medium,478.16,298.72,33879
2926,22,1783,11/11/2017,1,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,42404
2927,35,3198,9/20/2017,1,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,40618
2928,41,2330,10/23/2017,0,Approved,Solex,Road,medium,medium,416.98,312.74,35560
2929,65,1615,2/15/2017,1,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42105
2930,92,2131,9/20/2017,0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37539
2931,17,1905,12/20/2017,0,Approved,Solex,Standard,high,medium,1024.66,614.8,35378
2932,37,21,8/17/2017,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361
2933,26,238,9/14/2017,0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,36334
2934,57,673,12/28/2017,0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,42295
2935,0,1910,9/6/2017,1,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172
2936,88,1581,11/24/2017,1,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145
2937,54,1665,7/23/2017,1,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915
2938,63,3315,9/29/2017,1,Approved,Solex,Standard,medium,medium,1483.2,99.59,40487
2939,59,2455,8/10/2017,0,Approved,Solex,Standard,medium,large,1061.56,733.58,34170
2940,0,395,4/2/2017,1,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41009
2941,75,115,12/16/2017,1,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859
2942,51,2717,7/4/2017,1,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009
2943,0,820,1/6/2017,0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172
2944,80,2849,6/22/2017,0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,38647
2945,0,3465,10/19/2017,0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,42560
2946,9,3375,1/25/2017,1,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455
2947,70,1136,7/16/2017,1,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364
2948,0,3212,9/14/2017,0,Approved,,,,,1163.77,,
2949,3,93,8/26/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,34170
2950,30,447,12/30/2017,0,Approved,Solex,Standard,high,medium,748.17,448.9,34527
2951,30,986,10/16/2017,1,Approved,Solex,Standard,high,medium,748.17,448.9,33888
2952,80,1140,8/24/2017,1,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,42226
2953,0,1410,10/31/2017,1,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42458
2954,5,795,9/5/2017,0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573
2955,97,3172,10/23/2017,1,Approved,Solex,Standard,medium,large,202.62,151.96,42458
2956,54,1506,9/5/2017,0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915
2957,0,1912,11/22/2017,0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880
2958,1,1764,3/30/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,40649
2959,23,180,12/19/2017,1,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244
2960,95,864,9/8/2017,1,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,36145
2961,3,1308,8/15/2017,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,35667
2962,77,348,1/15/2017,1,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,33429
2963,66,74,10/16/2017,1,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40410
2964,40,2471,11/9/2017,0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38991
2965,17,2311,10/25/2017,1,Approved,Solex,Standard,high,medium,1024.66,614.8,35378
2966,1,1372,10/22/2017,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
2967,0,308,5/18/2017,1,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206
2968,70,509,10/2/2017,1,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,38193
2969,45,424,2/8/2017,1,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258
2970,70,2226,9/15/2017,1,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105
2971,50,1125,7/2/2017,1,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668
2972,75,1933,2/4/2017,0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859
2973,4,2174,2/11/2017,0,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146
2974,46,3232,12/22/2017,0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427
2975,8,1699,10/10/2017,1,Approved,Solex,Road,medium,small,1703.52,1516.13,39298
2976,62,2908,10/29/2017,0,Approved,Solex,Standard,medium,medium,478.16,298.72,42105
2977,4,1725,10/31/2017,1,Approved,Solex,Standard,medium,medium,1483.2,99.59,34996
2978,75,182,1/17/2017,1,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,40553
2979,85,9,3/6/2017,0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36367
2980,89,1461,11/29/2017,1,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,37626
2981,75,2375,10/5/2017,1,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859
2982,81,614,6/16/2017,0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,41533
2983,10,849,11/15/2017,0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701
2984,0,3042,2/20/2017,0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,40618
2985,21,3232,1/29/2017,1,Approved,Solex,Standard,medium,large,1071.23,380.74,42404
2986,17,2144,10/24/2017,1,Approved,Solex,Standard,high,medium,1024.66,614.8,41345
2987,0,1136,1/13/2017,1,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668
2988,42,2656,4/4/2017,1,Approved,OHM Cycles,Road,medium,small,1810,1610.9,41848
2989,93,1840,7/12/2017,0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,34071
2990,43,2984,3/30/2017,1,Approved,Solex,Standard,medium,medium,1151.96,649.49,37668
2991,0,812,4/10/2017,1,Approved,,,,,1294.66,,
2992,34,3054,4/21/2017,0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698
2993,9,552,3/17/2017,0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,35052
2994,41,2072,12/9/2017,1,Approved,Solex,Road,medium,medium,416.98,312.74,39427
2995,21,1723,4/14/2017,0,Approved,Solex,Standard,medium,large,1071.23,380.74,34244
2996,32,951,12/24/2017,1,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337
2997,97,1822,9/2/2017,0,Approved,Solex,Standard,medium,large,202.62,151.96,42458
2998,56,3406,6/11/2017,0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,41047
2999,38,725,9/28/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38573
3000,79,1169,1/30/2017,0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,38339
3001,16,683,3/19/2017,1,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,41345
3002,25,3268,2/22/2017,0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,40553
3003,87,200,2/15/2017,1,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,38482
3004,69,502,3/6/2017,1,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879
3005,1,205,3/2/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
3006,40,1113,3/12/2017,1,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750
3007,45,2523,11/14/2017,1,Approved,Solex,Standard,medium,medium,441.49,84.99,35470
3008,18,2725,1/13/2017,0,Approved,Solex,Standard,medium,medium,575.27,431.45,41345
3009,33,1627,11/18/2017,1,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888
3010,33,1422,5/30/2017,1,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,34527
3011,35,112,6/19/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,35667
3012,67,2645,3/12/2017,1,Approved,Solex,Standard,medium,large,1071.23,380.74,34244
3013,82,192,1/8/2017,0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,35667
3014,0,3148,11/5/2017,1,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,40336
3015,92,1690,8/22/2017,1,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,41434
3016,31,2251,6/26/2017,0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218
3017,75,2601,4/10/2017,1,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859
3018,78,3198,8/23/2017,1,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,42458
3019,43,2681,9/13/2017,0,Approved,Solex,Standard,medium,medium,1151.96,649.49,38991
3020,0,1525,12/6/2017,0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206
3021,32,360,12/22/2017,0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,36361
3022,88,1773,4/10/2017,1,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36833
3023,79,647,1/20/2017,0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,38693
3024,59,3036,2/22/2017,0,Approved,Solex,Standard,medium,large,1061.56,733.58,42172
3025,97,245,12/18/2017,1,Approved,Solex,Standard,medium,large,202.62,151.96,42458
3026,16,2574,1/15/2017,,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586
3027,17,202,11/28/2017,0,Approved,Solex,Standard,high,medium,1024.66,614.8,42404
3028,91,342,7/4/2017,0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922
3029,2,73,7/15/2017,0,Approved,Solex,Standard,medium,medium,71.49,53.62,38573
3030,73,3413,5/23/2017,1,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499
3031,0,548,9/14/2017,0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,35052
3032,50,118,10/21/2017,0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337
3033,64,1120,2/15/2017,,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047
3034,97,356,3/28/2017,1,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549
3035,9,2498,7/16/2017,1,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455
3036,27,2730,11/21/2017,0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334
3037,38,2617,1/22/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167
3038,45,2391,3/15/2017,0,Approved,Solex,Standard,medium,medium,441.49,84.99,34071
3039,89,697,12/19/2017,1,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079
3040,92,551,5/31/2017,1,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259
3041,6,3334,2/15/2017,1,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,40649
3042,24,3102,4/5/2017,1,Approved,Solex,Road,medium,large,1777.8,820.78,41047
3043,40,787,8/8/2017,1,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,39427
3044,65,707,11/16/2017,1,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42710
3045,79,2495,9/5/2017,0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873
3046,48,1302,12/1/2017,0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41009
3047,55,659,8/6/2017,0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,40779
3048,4,678,3/22/2017,0,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146
3049,5,2886,9/27/2017,1,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784
3050,44,3146,3/4/2017,1,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,38750
3051,71,280,9/29/2017,1,Approved,Solex,Standard,high,large,1842.92,1105.75,37873
3052,17,59,4/10/2017,1,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079
3053,92,1896,5/19/2017,0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34586
3054,63,2228,7/15/2017,1,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115
3055,86,775,1/30/2017,0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206
3056,39,1660,7/1/2017,1,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336
3057,92,122,8/30/2017,0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,34556
3058,26,2301,12/25/2017,1,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115
3059,32,3337,11/27/2017,1,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,40336
3060,3,935,4/14/2017,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,42172
3061,19,903,10/17/2017,0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880
3062,15,2067,5/4/2017,1,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693
3063,73,3012,2/10/2017,1,Approved,Solex,Standard,medium,medium,1945.43,333.18,40553
3064,36,308,6/24/2017,0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427
3065,76,221,12/12/2017,0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922
3066,72,188,7/24/2017,0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,36146
3067,32,385,1/26/2017,0,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,38693
3068,12,1148,1/14/2017,1,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193
3069,10,562,5/9/2017,1,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701
3070,16,417,7/8/2017,1,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586
3071,31,1913,5/29/2017,0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,33888
3072,56,1207,1/7/2017,0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707
3073,38,1280,6/16/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38573
3074,99,2073,2/26/2017,1,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,41009
3075,87,856,12/18/2017,1,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,35667
3076,29,1001,11/18/2017,1,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696
3077,33,1253,9/18/2017,0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888
3078,40,660,5/13/2017,0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823
3079,11,1095,7/11/2017,0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,35160
3080,46,2914,6/8/2017,0,Approved,Solex,Standard,low,medium,1289.85,74.51,41064
3081,36,3330,10/25/2017,1,Approved,Solex,Standard,low,medium,945.04,507.58,40618
3082,27,1092,1/16/2017,1,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334
3083,45,99,6/15/2017,0,Approved,Solex,Standard,medium,medium,441.49,84.99,34071
3084,53,2481,6/2/2017,1,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,40779
3085,0,3042,3/11/2017,0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,37668
3086,1,2425,10/13/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
3087,53,1313,9/23/2017,0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470
3088,87,835,5/30/2017,0,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,34079
3089,96,3339,10/28/2017,1,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539
3090,2,1419,3/26/2017,1,Approved,Solex,Standard,medium,medium,71.49,53.62,40784
3091,10,2854,10/8/2017,1,Approved,Solex,Standard,medium,medium,1945.43,333.18,37668
3092,83,2190,4/24/2017,0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533
3093,77,1547,10/9/2017,1,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,41533
3094,46,1863,1/24/2017,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361
3095,30,815,12/3/2017,0,Approved,Solex,Standard,high,medium,748.17,448.9,36361
3096,0,3252,5/22/2017,1,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38859
3097,70,336,9/1/2017,0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364
3098,67,2083,12/2/2017,0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
3099,0,3313,5/18/2017,1,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,42560
3100,97,2701,3/23/2017,1,Approved,Solex,Standard,medium,large,202.62,151.96,34556
3101,83,201,3/21/2017,1,Approved,Solex,Touring,medium,large,2083.94,675.03,35667
3102,10,3003,8/24/2017,1,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41345
3103,5,3114,5/27/2017,0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,38216
3104,0,1833,12/20/2017,1,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,42458
3105,7,3105,7/10/2017,0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258
3106,62,2816,10/8/2017,1,Approved,Solex,Standard,medium,medium,478.16,298.72,34143
3107,54,1613,11/19/2017,0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915
3108,88,2796,10/9/2017,0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145
3109,49,926,8/19/2017,1,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064
3110,48,182,12/17/2017,0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,37823
3111,38,610,5/16/2017,1,Approved,Solex,Standard,medium,medium,1577.53,826.51,39526
3112,82,656,5/5/2017,1,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404
3113,27,1493,4/28/2017,0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527
3114,6,2899,5/28/2017,1,Approved,Solex,Standard,high,medium,748.17,448.9,33552
3115,82,2729,10/8/2017,0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,38859
3116,14,1092,6/11/2017,0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838
3117,0,2494,2/18/2017,1,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
3118,7,3176,1/11/2017,0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258
3119,91,669,10/16/2017,0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367
3120,17,528,4/12/2017,1,Approved,Solex,Standard,high,medium,1024.66,614.8,35378
3121,45,827,5/5/2017,1,Approved,Solex,Standard,medium,medium,441.49,84.99,34071
3122,27,925,12/14/2017,1,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334
3123,8,3289,3/31/2017,0,Approved,Solex,Road,medium,small,1703.52,1516.13,34079
3124,49,1647,2/27/2017,1,Approved,Solex,Standard,medium,large,1061.56,733.58,40779
3125,51,3384,3/7/2017,0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009
3126,42,456,5/6/2017,0,Approved,OHM Cycles,Road,medium,small,1810,1610.9,40672
3127,15,339,4/10/2017,1,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,41345
3128,44,1599,11/6/2017,0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672
3129,95,2654,7/19/2017,1,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874
3130,30,3404,10/13/2017,1,Approved,Solex,Standard,high,medium,748.17,448.9,33552
3131,28,628,3/6/2017,1,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455
3132,52,634,12/13/2017,1,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220
3133,95,1481,1/24/2017,1,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874
3134,48,2975,7/14/2017,1,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848
3135,69,157,4/16/2017,,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879
3136,6,2850,6/16/2017,0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659
3137,56,1913,1/21/2017,1,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,42295
3138,64,728,10/9/2017,0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047
3139,90,2661,2/27/2017,1,Approved,Solex,Standard,low,medium,945.04,507.58,40336
3140,13,3364,7/7/2017,0,Approved,Solex,Standard,medium,medium,1163.89,589.27,41345
3141,10,47,7/26/2017,1,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701
3142,10,1599,8/17/2017,1,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701
3143,19,479,8/10/2017,0,Approved,OHM Cycles,Road,high,large,12.01,7.21,36334
3144,63,558,1/30/2017,1,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146
3145,57,1754,7/29/2017,1,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,40779
3146,47,3165,6/25/2017,0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,37220
3147,39,3089,7/22/2017,1,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,39526
