,Unnamed: 0,Emp ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,dept,salary,left_company
4410,4410,6411,0.85,0.5,3,168,2,1,0,marketing,medium,YES
4411,4411,6412,0.59,0.75,4,190,2,0,0,sales,medium,YES
4412,4412,6413,0.23,0.77,4,140,5,0,0,accounting,medium,YES
4413,4413,6414,0.7,0.6,3,224,3,0,0,support,medium,YES
4414,4414,6415,0.92,0.49,5,145,3,0,0,technical,low,YES
4415,4415,6416,0.95,0.37,4,285,3,0,0,management,low,YES
4416,4416,6417,0.39,0.43,3,154,3,0,0,marketing,low,YES
4417,4417,6418,0.85,0.8,4,200,2,0,0,marketing,low,YES
4418,4418,6419,0.98,0.7,3,255,2,1,0,marketing,low,YES
4419,4419,6420,0.15,0.48,6,204,6,1,0,sales,low,YES
4420,4420,6421,0.68,0.54,3,270,4,1,0,sales,low,YES
4421,4421,6422,0.24,0.91,5,177,5,0,0,sales,low,YES
4422,4422,6423,0.77,0.59,4,140,3,0,0,sales,medium,YES
4423,4423,6424,0.36,0.69,3,165,3,0,0,sales,medium,YES
4424,4424,6425,0.5,0.89,3,187,4,1,0,sales,medium,YES
4425,4425,6426,0.2,0.98,4,166,4,1,0,sales,medium,YES
4426,4426,6427,0.86,0.56,5,141,2,0,0,sales,medium,YES
4427,4427,6428,0.84,0.63,4,135,2,0,0,sales,medium,YES
4428,4428,6429,0.9,0.98,5,148,4,0,0,sales,medium,YES
4429,4429,6430,0.4,0.51,3,120,6,0,0,sales,medium,YES
4430,4430,6431,0.63,0.62,3,141,3,0,0,sales,medium,YES
4431,4431,6432,0.73,0.95,3,222,4,0,0,sales,medium,YES
4432,4432,6433,0.25,0.67,2,136,6,0,0,sales,medium,YES
4433,4433,6434,0.7,0.57,3,180,2,0,0,sales,medium,YES
4434,4434,6435,0.6,0.97,3,187,3,1,0,sales,medium,YES
4435,4435,6436,0.99,0.66,3,202,3,0,0,sales,medium,YES
4436,4436,6437,0.29,0.86,3,251,4,0,0,sales,medium,YES
4437,4437,6438,0.53,0.63,4,259,2,0,0,sales,medium,YES
4438,4438,6439,0.83,0.76,3,262,2,0,0,accounting,medium,YES
4439,4439,6440,0.18,0.92,5,251,4,0,0,accounting,medium,YES
4440,4440,6441,0.14,0.74,4,117,5,0,0,accounting,medium,YES
4441,4441,6442,0.5,0.66,4,155,2,0,0,hr,medium,YES
4442,4442,6443,0.36,0.89,3,197,6,0,0,hr,medium,YES
4443,4443,6444,0.34,0.56,3,139,2,0,0,hr,medium,YES
4444,4444,6445,0.51,0.75,4,175,2,0,0,hr,medium,YES
4445,4445,6446,0.5,0.52,5,137,3,1,0,technical,medium,YES
4446,4446,6447,0.69,0.93,3,228,4,0,0,technical,medium,YES
4447,4447,6448,0.52,0.51,2,232,4,0,0,technical,high,YES
4448,4448,6449,0.32,0.5,2,143,3,0,0,technical,high,YES
4449,4449,6450,0.88,0.99,3,190,5,0,0,technical,high,YES
4450,4450,6451,0.6,0.87,3,196,3,1,0,technical,high,YES
4451,4451,6452,0.72,0.8,3,213,3,0,0,technical,high,YES
4452,4452,6453,0.65,0.9,3,200,3,0,0,technical,high,YES
4453,4453,6454,0.82,0.78,5,166,2,0,0,technical,high,YES
4454,4454,6455,0.67,0.92,5,258,3,0,0,technical,high,YES
4455,4455,6456,0.44,0.87,5,104,4,0,0,technical,high,YES
4456,4456,6457,0.52,0.85,5,173,2,0,0,support,high,YES
4457,4457,6458,0.54,0.51,2,176,3,0,0,support,high,YES
4458,4458,6459,0.67,0.76,5,181,3,0,0,support,high,YES
4459,4459,6460,0.16,0.64,6,143,5,1,0,support,low,YES
4460,4460,6461,0.81,0.73,4,186,3,0,0,support,low,YES
4461,4461,6462,0.77,0.85,3,136,3,0,0,support,low,YES
4462,4462,6463,0.84,0.99,4,219,2,0,0,support,low,YES
4463,4463,6464,0.56,0.56,5,229,4,1,0,support,low,YES
4464,4464,6465,0.67,0.97,5,239,3,0,0,support,low,YES
4465,4465,6466,0.65,0.7,4,182,2,0,0,support,low,YES
4466,4466,6467,0.39,0.57,2,132,3,0,0,support,low,YES
4467,4467,6468,0.77,0.75,3,272,3,0,0,technical,low,YES
4468,4468,6469,0.41,0.96,5,167,3,1,0,technical,low,YES
4469,4469,6470,0.59,0.67,3,180,2,0,0,technical,low,YES
4470,4470,6471,0.14,0.72,6,100,5,0,0,management,low,YES
4471,4471,6472,0.6,0.82,4,134,2,0,0,IT,low,YES
4472,4472,6473,0.14,0.98,6,221,5,0,0,IT,low,YES
4473,4473,6474,0.88,0.8,3,166,2,0,0,IT,low,YES
4474,4474,6475,0.6,0.91,4,214,2,0,0,IT,medium,YES
4475,4475,6476,1.0,0.49,4,227,3,1,0,IT,medium,YES
4476,4476,6477,0.56,0.98,4,207,3,0,0,product_mng,medium,YES
4477,4477,6478,0.72,0.54,3,286,6,0,0,product_mng,medium,YES
4478,4478,6479,0.59,0.83,3,240,3,1,0,product_mng,medium,YES
4479,4479,6480,0.74,0.75,4,111,4,1,0,product_mng,medium,YES
4480,4480,6481,0.52,0.69,4,164,2,0,0,IT,medium,YES
4481,4481,6482,0.77,0.74,2,187,6,0,0,RandD,medium,YES
4482,4482,6483,0.48,0.81,4,248,2,0,0,RandD,medium,YES
4483,4483,6484,0.99,0.56,5,210,2,0,0,RandD,medium,YES
4484,4484,6485,0.23,0.78,4,163,6,0,0,RandD,medium,YES
4485,4485,6486,0.63,1.0,5,241,4,0,0,RandD,medium,YES
4486,4486,6487,0.51,0.83,3,136,3,0,0,marketing,high,YES
4487,4487,6488,0.54,0.55,4,208,5,0,0,sales,high,YES
4488,4488,6489,0.53,0.73,5,174,3,0,0,accounting,high,YES
4489,4489,6490,0.72,0.84,4,250,3,0,0,support,high,YES
4490,4490,6491,0.57,0.61,2,189,2,1,0,technical,high,YES
4491,4491,6492,0.81,0.77,3,204,3,0,0,management,high,YES
4492,4492,6493,0.64,0.57,4,217,3,0,0,marketing,high,YES
4493,4493,6494,0.77,0.57,5,162,3,0,0,marketing,high,YES
4494,4494,6495,0.83,0.55,3,257,2,0,0,marketing,low,YES
4495,4495,6496,0.6,0.71,3,195,2,0,0,sales,low,YES
4496,4496,6497,0.86,0.87,5,156,4,0,0,sales,low,YES
4497,4497,6498,0.5,0.55,2,128,3,0,0,sales,low,YES
4498,4498,6499,0.6,0.75,5,233,3,1,0,sales,low,YES
4499,4499,6500,0.85,0.73,4,260,4,0,0,sales,low,YES
4500,4500,6501,0.4,0.87,5,250,4,0,0,sales,low,YES
4501,4501,6502,0.38,0.79,5,176,3,0,0,sales,low,YES
4502,4502,6503,0.96,0.59,6,133,5,0,0,sales,medium,YES
4503,4503,6504,0.59,0.57,4,197,2,0,0,sales,medium,YES
4504,4504,6505,0.56,0.5,3,156,3,1,0,sales,medium,YES
4505,4505,6506,0.84,0.96,3,162,3,0,0,sales,medium,YES
4506,4506,6507,0.94,0.99,3,207,2,0,0,sales,medium,YES
4507,4507,6508,0.72,0.63,3,223,2,1,0,sales,medium,YES
4508,4508,6509,0.82,0.7,3,149,2,0,0,sales,medium,YES
4509,4509,6510,1.0,0.95,3,275,3,1,0,sales,medium,YES
4510,4510,6511,0.62,0.77,3,271,2,0,0,sales,medium,YES
4511,4511,6512,0.76,0.89,3,273,2,1,0,sales,medium,YES
4512,4512,6513,0.23,0.74,5,219,4,0,0,sales,medium,YES
4513,4513,6514,0.7,0.99,5,135,4,0,0,sales,medium,YES
4514,4514,6515,0.71,0.88,3,158,3,0,0,accounting,medium,YES
4515,4515,6516,0.32,0.37,3,167,3,0,0,accounting,medium,YES
4516,4516,6517,0.69,0.67,4,274,4,0,0,accounting,medium,YES
4517,4517,6518,0.66,0.59,3,145,3,0,0,hr,medium,YES
4518,4518,6519,0.7,0.67,6,233,6,0,0,hr,medium,YES
4519,4519,6520,0.91,0.76,3,159,3,0,0,hr,medium,YES
4520,4520,6521,0.2,0.7,4,221,5,0,0,hr,medium,YES
4521,4521,6522,0.72,0.83,3,132,2,0,0,technical,medium,YES
4522,4522,6523,0.74,0.93,5,140,3,0,0,technical,medium,YES
4523,4523,6524,0.53,0.79,3,206,3,0,0,technical,medium,YES
4524,4524,6525,0.99,0.92,4,229,2,0,0,technical,medium,YES
4525,4525,6526,0.75,0.85,4,272,4,0,0,technical,high,YES
4526,4526,6527,0.86,0.78,4,164,2,0,0,technical,low,YES
4527,4527,6528,0.93,0.86,4,145,3,0,0,technical,medium,YES
4528,4528,6529,0.81,0.95,3,212,3,0,0,technical,medium,YES
4529,4529,6530,0.49,0.67,3,254,2,1,0,technical,medium,YES
4530,4530,6531,0.97,0.72,5,260,4,0,0,technical,medium,YES
4531,4531,6532,0.62,0.89,3,201,3,0,0,technical,medium,YES
4532,4532,6533,0.75,0.79,4,176,4,1,0,support,medium,YES
4533,4533,6534,0.87,0.58,3,140,3,1,0,support,medium,YES
4534,4534,6535,0.93,0.65,5,201,3,0,0,support,medium,YES
4535,4535,6536,0.74,0.68,3,206,2,1,0,support,medium,YES
4536,4536,6537,0.68,0.57,3,197,3,1,0,support,medium,YES
4537,4537,6538,0.49,0.63,3,245,4,0,0,support,low,YES
4538,4538,6539,0.75,0.84,3,145,3,1,0,support,low,YES
4539,4539,6540,0.95,0.58,4,131,5,0,0,support,low,YES
4540,4540,6541,0.95,0.75,5,235,3,1,0,support,low,YES
4541,4541,6542,0.67,0.65,5,242,3,0,0,support,low,YES
4542,4542,6543,0.71,0.6,2,251,3,0,0,support,low,YES
4543,4543,6544,0.81,0.73,4,258,2,0,0,technical,low,YES
4544,4544,6545,0.79,0.36,3,114,3,0,0,technical,high,YES
4545,4545,6546,0.57,0.52,3,143,2,0,0,technical,low,YES
4546,4546,6547,0.85,0.65,3,187,2,0,0,management,high,YES
4547,4547,6548,0.15,0.78,5,255,3,0,0,IT,high,YES
4548,4548,6549,0.48,0.87,3,267,2,0,0,IT,low,YES
4549,4549,6550,0.92,0.91,4,247,3,0,0,IT,low,YES
4550,4550,6551,0.73,0.67,4,153,3,0,0,IT,high,YES
4551,4551,6552,0.68,0.71,3,237,3,0,0,IT,low,YES
4552,4552,6553,0.88,0.55,5,182,3,0,0,product_mng,medium,YES
4553,4553,6554,0.8,0.55,4,144,5,1,0,product_mng,high,YES
4554,4554,6555,0.66,0.9,3,176,2,1,0,product_mng,medium,YES
4555,4555,6556,0.19,0.8,5,203,6,0,0,product_mng,medium,YES
4556,4556,6557,0.3,0.53,3,148,4,0,0,IT,medium,YES
4557,4557,6558,0.8,0.8,3,175,2,0,0,RandD,medium,YES
4558,4558,6559,0.66,0.84,3,211,4,0,0,RandD,high,YES
4559,4559,6560,0.22,0.67,6,175,5,0,0,RandD,medium,YES
4560,4560,6561,0.57,0.59,4,206,3,0,0,RandD,medium,YES
4561,4561,6562,0.83,0.73,4,262,2,0,0,RandD,medium,YES
4562,4562,6563,0.57,0.5,4,177,2,0,0,marketing,high,YES
4563,4563,6564,0.78,0.54,3,134,3,0,0,sales,medium,YES
4564,4564,6565,0.88,0.89,2,201,3,0,0,accounting,high,YES
4565,4565,6566,0.48,0.69,3,105,3,0,0,support,low,YES
4566,4566,6567,0.91,0.82,4,259,3,0,0,technical,medium,YES
4567,4567,6568,0.3,0.97,3,171,4,1,0,management,medium,YES
4568,4568,6569,0.63,0.98,4,228,3,0,0,marketing,medium,YES
4569,4569,6570,0.62,0.36,2,137,4,1,0,marketing,medium,YES
4570,4570,6571,0.74,0.72,5,196,3,0,0,marketing,low,YES
4571,4571,6572,0.5,0.53,3,207,4,0,0,sales,low,YES
4572,4572,6573,0.36,0.74,6,280,3,0,0,sales,low,YES
4573,4573,6574,0.57,0.65,4,162,3,1,0,sales,low,YES
4574,4574,6575,0.73,0.55,4,267,3,0,0,sales,low,YES
4575,4575,6576,0.77,0.67,5,207,2,0,0,sales,low,YES
4576,4576,6577,0.86,0.5,4,196,2,0,0,sales,low,YES
4577,4577,6578,0.24,0.55,6,231,4,0,0,sales,low,YES
4578,4578,6579,0.83,0.62,4,242,3,0,0,sales,low,YES
4579,4579,6580,0.72,0.63,4,207,3,0,0,sales,low,YES
4580,4580,6581,0.52,0.82,4,206,2,1,0,sales,high,YES
4581,4581,6582,0.99,0.54,4,236,4,0,0,sales,low,YES
4582,4582,6583,0.15,0.68,5,246,2,0,0,sales,low,YES
4583,4583,6584,0.79,0.94,3,204,2,1,0,sales,low,YES
4584,4584,6585,0.19,0.91,3,268,4,0,0,sales,low,YES
4585,4585,6586,0.59,0.62,3,212,2,1,0,sales,high,YES
4586,4586,6587,0.15,0.74,6,178,3,0,0,sales,low,YES
4587,4587,6588,0.75,0.72,5,260,3,0,0,sales,low,YES
4588,4588,6589,0.47,0.71,2,241,4,0,0,sales,low,YES
4589,4589,6590,0.64,0.64,3,234,3,1,0,sales,high,YES
4590,4590,6591,0.66,0.76,3,207,2,0,0,accounting,low,YES
4591,4591,6592,0.8,0.91,5,242,3,1,0,accounting,medium,YES
4592,4592,6593,0.82,0.52,5,225,2,0,0,accounting,high,YES
4593,4593,6594,0.8,0.98,3,161,3,0,0,hr,medium,YES
4594,4594,6595,0.98,0.98,4,259,2,0,0,hr,high,YES
4595,4595,6596,0.95,0.96,3,250,3,0,0,hr,medium,YES
4596,4596,6597,0.88,0.61,3,236,3,0,0,hr,medium,YES
4597,4597,6598,0.9,0.97,4,239,4,0,0,technical,medium,YES
4598,4598,6599,0.66,0.83,4,266,3,1,0,technical,medium,YES
4599,4599,6600,0.99,0.62,5,133,3,0,0,technical,medium,YES
4600,4600,6601,0.86,0.95,5,275,2,0,0,technical,medium,YES
4601,4601,6602,0.96,0.95,5,189,2,0,0,technical,medium,YES
4602,4602,6603,1.0,0.63,5,171,3,0,0,technical,medium,YES
4603,4603,6604,0.46,0.38,6,140,3,0,0,technical,high,YES
4604,4604,6605,0.19,0.85,6,116,3,0,0,technical,low,YES
4605,4605,6606,0.73,0.6,3,145,6,1,0,technical,medium,YES
4606,4606,6607,0.63,0.5,4,167,3,1,0,technical,medium,YES
4607,4607,6608,0.68,0.89,4,227,3,0,0,technical,medium,YES
4608,4608,6609,0.78,0.96,4,245,3,0,0,support,medium,YES
4609,4609,6610,0.79,0.56,4,132,3,0,0,support,medium,YES
4610,4610,6611,0.86,0.99,3,254,2,0,0,support,medium,YES
4611,4611,6612,0.98,0.53,4,166,2,0,0,support,medium,YES
4612,4612,6613,0.89,0.79,2,208,3,1,0,support,medium,YES
4613,4613,6614,0.86,0.87,3,197,4,1,0,support,medium,YES
4614,4614,6615,0.65,0.83,4,263,3,1,0,support,high,YES
4615,4615,6616,0.52,0.98,4,272,2,0,0,support,low,YES
4616,4616,6617,0.54,0.65,3,147,3,1,0,support,low,YES
4617,4617,6618,0.68,0.73,4,197,3,0,0,support,low,YES
4618,4618,6619,0.88,0.65,3,268,2,0,0,support,high,YES
4619,4619,6620,0.75,0.85,4,181,3,0,0,technical,low,YES
4620,4620,6621,0.17,0.93,6,192,4,0,0,technical,low,YES
4621,4621,6622,0.92,0.83,5,270,3,0,0,technical,low,YES
4622,4622,6623,0.79,0.66,3,183,3,0,0,management,high,YES
4623,4623,6624,0.52,0.66,5,184,3,0,0,IT,low,YES
4624,4624,6625,0.95,0.73,4,238,3,1,0,IT,low,YES
4625,4625,6626,0.72,0.49,4,148,2,0,0,IT,low,YES
4626,4626,6627,0.4,0.41,4,127,3,0,0,IT,low,YES
4627,4627,6628,0.61,0.59,3,162,2,1,0,IT,low,YES
4628,4628,6629,0.49,0.97,4,166,5,0,0,product_mng,low,YES
4629,4629,6630,0.32,0.55,4,283,4,0,0,product_mng,low,YES
4630,4630,6631,0.82,0.77,3,108,6,0,0,product_mng,medium,YES
4631,4631,6632,0.9,0.79,3,154,2,0,0,product_mng,medium,YES
4632,4632,6633,0.95,0.74,3,139,2,0,0,IT,medium,YES
4633,4633,6634,0.55,0.6,5,271,3,1,0,RandD,medium,YES
4634,4634,6635,0.91,0.78,4,153,3,0,0,RandD,medium,YES
4635,4635,6636,0.45,0.41,3,216,6,1,0,RandD,medium,YES
4636,4636,6637,0.65,0.6,3,218,4,0,0,RandD,medium,YES
4637,4637,6638,0.88,0.89,3,171,2,0,0,RandD,medium,YES
4638,4638,6639,0.78,0.76,3,238,3,0,0,marketing,medium,YES
4639,4639,6640,0.77,0.71,3,134,3,0,0,marketing,medium,YES
4640,4640,6641,0.32,0.75,3,255,4,0,0,sales,medium,YES
4641,4641,6642,0.98,0.38,4,140,6,0,0,accounting,medium,YES
4642,4642,6643,0.51,0.76,2,239,3,0,0,support,high,YES
4643,4643,6644,0.81,0.59,4,187,2,0,0,technical,low,YES
4644,4644,6645,0.64,0.9,5,279,5,0,0,management,medium,YES
4645,4645,6646,0.73,0.94,4,213,3,1,0,marketing,medium,YES
4646,4646,6647,0.49,0.56,5,202,2,0,0,marketing,medium,YES
4647,4647,6648,0.84,0.54,3,265,2,0,0,marketing,medium,YES
4648,4648,6649,0.81,0.86,4,249,3,0,0,sales,low,YES
4649,4649,6650,0.77,0.5,4,281,2,0,0,sales,low,YES
4650,4650,6651,0.24,0.83,3,208,5,0,0,sales,low,YES
4651,4651,6652,0.77,0.78,3,165,2,0,0,sales,low,YES
4652,4652,6653,0.13,0.88,3,146,5,0,0,sales,low,YES
4653,4653,6654,0.94,0.66,4,230,2,0,0,sales,low,YES
4654,4654,6655,0.61,0.82,3,209,2,0,0,sales,low,YES
4655,4655,6656,0.95,0.49,4,178,2,0,0,sales,low,YES
4656,4656,6657,0.22,0.92,6,220,4,1,0,sales,low,YES
4657,4657,6658,0.65,0.56,3,142,3,0,0,sales,low,YES
4658,4658,6659,0.95,0.67,3,153,2,0,0,sales,low,YES
4659,4659,6660,0.98,0.62,5,254,5,1,0,sales,low,YES
4660,4660,6661,0.88,0.72,3,193,4,0,0,sales,low,YES
4661,4661,6662,0.94,0.69,3,248,3,0,0,sales,low,YES
4662,4662,6663,0.62,0.75,4,216,2,0,0,sales,low,YES
4663,4663,6664,0.81,0.96,3,226,3,0,0,sales,low,YES
4664,4664,6665,0.56,0.51,4,140,2,0,0,sales,low,YES
4665,4665,6666,0.52,0.86,6,103,4,0,0,sales,low,YES
4666,4666,6667,0.88,0.57,4,185,2,0,0,sales,low,YES
4667,4667,6668,0.56,0.92,5,160,3,0,0,accounting,low,YES
4668,4668,6669,0.36,0.63,3,130,5,0,0,accounting,low,YES
4669,4669,6670,0.56,0.85,5,230,3,0,0,accounting,medium,YES
4670,4670,6671,0.89,0.46,4,248,5,1,0,hr,medium,YES
4671,4671,6672,0.95,0.42,3,189,2,1,0,hr,medium,YES
4672,4672,6673,0.48,0.52,3,280,2,0,0,hr,medium,YES
4673,4673,6674,0.75,0.75,4,266,3,0,0,hr,medium,YES
4674,4674,6675,0.65,0.54,4,260,3,0,0,technical,medium,YES
4675,4675,6676,0.4,0.86,2,264,5,0,0,technical,medium,YES
4676,4676,6677,0.52,0.53,5,182,2,0,0,technical,medium,YES
4677,4677,6678,0.52,0.68,4,233,2,0,0,technical,medium,YES
4678,4678,6679,0.68,0.49,3,230,3,0,0,technical,medium,YES
4679,4679,6680,0.72,0.61,5,170,3,0,0,technical,medium,YES
4680,4680,6681,0.78,0.72,4,258,3,0,0,technical,medium,YES
4681,4681,6682,0.54,0.9,3,164,3,0,0,technical,high,YES
4682,4682,6683,0.18,0.46,4,249,4,0,0,technical,low,YES
4683,4683,6684,0.51,0.5,2,235,2,0,0,technical,medium,YES
4684,4684,6685,0.63,0.86,6,206,6,0,0,technical,medium,YES
4685,4685,6686,0.83,0.86,4,139,3,0,0,support,medium,YES
4686,4686,6687,0.91,0.82,3,145,3,1,0,support,medium,YES
4687,4687,6688,0.79,0.66,4,139,4,0,0,support,low,YES
4688,4688,6689,0.52,0.95,3,171,3,1,0,support,low,YES
4689,4689,6690,0.83,0.94,3,160,3,0,0,support,low,YES
4690,4690,6691,0.92,0.74,3,137,2,0,0,support,low,YES
4691,4691,6692,0.14,0.72,4,254,4,0,0,support,low,YES
4692,4692,6693,0.8,0.38,3,215,6,0,0,support,low,YES
4693,4693,6694,0.79,0.72,3,216,4,0,0,support,low,YES
4694,4694,6695,0.86,0.6,3,229,2,1,0,support,low,YES
4695,4695,6696,0.95,0.47,6,215,4,0,0,support,low,YES
4696,4696,6697,0.77,0.9,4,163,3,0,0,technical,low,YES
4697,4697,6698,0.55,0.72,4,273,3,0,0,technical,low,YES
4698,4698,6699,0.42,0.91,2,176,3,0,0,technical,low,YES
4699,4699,6700,0.79,0.86,5,270,2,0,0,management,low,YES
4700,4700,6701,0.41,0.48,3,182,2,0,0,IT,low,YES
4701,4701,6702,0.66,0.72,4,223,4,0,0,IT,low,YES
4702,4702,6703,1.0,0.65,4,237,3,0,0,IT,low,YES
4703,4703,6704,0.87,0.74,5,248,2,0,0,IT,low,YES
4704,4704,6705,0.51,0.99,3,233,4,0,0,IT,low,YES
4705,4705,6706,0.63,0.79,2,206,5,0,0,product_mng,low,YES
4706,4706,6707,0.86,0.86,4,227,2,0,0,product_mng,low,YES
4707,4707,6708,0.4,0.98,4,154,3,0,0,product_mng,low,YES
4708,4708,6709,0.79,0.97,6,113,2,1,0,product_mng,medium,YES
4709,4709,6710,0.7,0.9,4,254,3,0,0,IT,medium,YES
4710,4710,6711,0.49,0.91,5,231,3,0,0,RandD,medium,YES
4711,4711,6712,0.76,0.62,4,190,3,0,0,RandD,medium,YES
4712,4712,6713,0.89,0.52,3,190,3,0,0,RandD,medium,YES
4713,4713,6714,0.83,0.86,3,179,2,0,0,RandD,medium,YES
4714,4714,6715,0.19,0.69,4,269,6,0,0,RandD,medium,YES
4715,4715,6716,0.68,0.67,3,228,2,0,0,RandD,medium,YES
4716,4716,6717,0.62,0.68,4,251,4,0,0,marketing,medium,YES
4717,4717,6718,0.87,0.49,2,251,3,0,0,sales,medium,YES
4718,4718,6719,0.66,0.75,4,200,4,0,0,accounting,medium,YES
4719,4719,6720,0.37,0.41,2,146,2,0,0,support,medium,YES
4720,4720,6721,0.57,0.49,3,159,4,1,0,technical,high,YES
4721,4721,6722,0.66,0.81,5,135,2,0,0,management,low,YES
4722,4722,6723,0.63,0.88,5,260,3,0,0,marketing,medium,YES
4723,4723,6724,0.65,0.96,5,226,2,1,0,marketing,medium,YES
4724,4724,6725,0.33,0.85,2,127,3,0,0,marketing,medium,YES
4725,4725,6726,0.66,0.57,6,278,3,0,0,sales,medium,YES
4726,4726,6727,0.87,0.95,3,242,5,0,0,sales,low,YES
4727,4727,6728,0.85,0.85,3,182,3,0,0,sales,low,YES
4728,4728,6729,0.49,0.51,2,182,3,0,0,sales,low,YES
4729,4729,6730,0.87,0.8,4,197,3,0,0,sales,low,YES
4730,4730,6731,0.17,0.49,4,286,5,1,0,sales,low,YES
4731,4731,6732,0.55,0.46,4,226,5,0,0,sales,low,YES
4732,4732,6733,0.91,0.71,5,156,3,0,0,sales,low,YES
4733,4733,6734,0.96,0.62,5,185,3,0,0,sales,low,YES
4734,4734,6735,0.53,0.5,3,231,3,0,0,sales,low,YES
4735,4735,6736,0.25,0.59,4,166,5,0,0,sales,low,YES
4736,4736,6737,0.98,0.57,3,229,3,0,0,sales,low,YES
4737,4737,6738,0.83,0.36,4,242,3,0,0,sales,low,YES
4738,4738,6739,0.71,0.83,5,206,3,0,0,sales,low,YES
4739,4739,6740,0.74,0.77,4,206,3,0,0,sales,low,YES
4740,4740,6741,0.56,0.7,4,135,2,0,0,sales,low,YES
4741,4741,6742,0.23,0.9,5,234,3,1,0,sales,low,YES
4742,4742,6743,0.35,0.64,4,147,2,0,0,sales,low,YES
4743,4743,6744,0.48,0.98,4,174,3,0,0,sales,low,YES
4744,4744,6745,0.83,0.74,3,259,3,1,0,accounting,low,YES
4745,4745,6746,0.73,0.87,3,227,4,0,0,accounting,low,YES
4746,4746,6747,0.85,0.97,4,104,5,0,0,accounting,low,YES
4747,4747,6748,0.8,0.95,3,247,3,0,0,hr,medium,YES
4748,4748,6749,0.98,0.74,4,139,3,0,0,hr,medium,YES
4749,4749,6750,0.96,0.85,3,186,2,0,0,hr,medium,YES
4750,4750,6751,0.67,0.75,3,194,3,0,0,hr,medium,YES
4751,4751,6752,0.58,0.91,3,124,2,0,0,technical,medium,YES
4752,4752,6753,0.83,0.86,3,273,3,0,0,technical,medium,YES
4753,4753,6754,0.9,0.57,4,186,4,0,0,technical,medium,YES
4754,4754,6755,0.89,0.66,4,252,3,0,0,technical,medium,YES
4755,4755,6756,0.99,0.92,3,154,3,0,0,technical,medium,YES
4756,4756,6757,0.89,0.5,4,238,3,0,0,technical,medium,YES
4757,4757,6758,0.79,0.5,4,151,3,1,0,technical,medium,YES
4758,4758,6759,0.64,0.41,3,231,6,0,0,technical,medium,YES
4759,4759,6760,0.22,0.57,5,174,6,0,0,technical,high,YES
4760,4760,6761,0.94,0.6,5,278,2,0,0,technical,low,YES
4761,4761,6762,0.56,0.97,3,270,3,1,0,technical,medium,YES
4762,4762,6763,0.85,0.8,4,158,3,0,0,support,medium,YES
4763,4763,6764,0.8,0.62,3,191,3,0,0,support,medium,YES
4764,4764,6765,0.86,0.53,3,163,3,0,0,support,medium,YES
4765,4765,6766,0.96,1.0,5,152,4,0,0,support,low,YES
4766,4766,6767,0.51,0.61,4,251,2,1,0,support,low,YES
4767,4767,6768,0.73,0.95,3,149,2,0,0,support,low,YES
4768,4768,6769,0.31,0.75,4,220,3,0,0,support,low,YES
4769,4769,6770,0.62,0.51,4,175,3,0,0,support,low,YES
4770,4770,6771,0.55,0.91,3,179,3,1,0,support,low,YES
4771,4771,6772,0.51,0.8,4,257,2,0,0,support,low,YES
4772,4772,6773,0.54,0.54,3,196,3,0,0,support,low,YES
4773,4773,6774,0.65,0.95,3,190,3,0,0,technical,low,YES
4774,4774,6775,0.65,0.75,4,270,2,0,0,technical,low,YES
4775,4775,6776,0.9,0.64,5,226,2,0,0,technical,low,YES
4776,4776,6777,0.55,0.71,3,211,2,0,0,management,low,YES
4777,4777,6778,0.59,0.89,3,192,2,0,0,IT,low,YES
4778,4778,6779,0.34,0.67,5,96,2,1,0,IT,low,YES
4779,4779,6780,0.31,0.92,5,197,5,0,0,IT,low,YES
4780,4780,6781,0.83,0.71,3,243,2,1,0,IT,low,YES
4781,4781,6782,0.8,0.73,3,168,2,0,0,IT,low,YES
4782,4782,6783,0.66,0.85,5,271,4,0,0,product_mng,low,YES
4783,4783,6784,0.98,0.39,5,158,4,1,0,product_mng,medium,YES
4784,4784,6785,0.89,0.52,4,243,5,0,0,product_mng,medium,YES
4785,4785,6786,0.64,0.94,3,148,2,0,0,product_mng,medium,YES
4786,4786,6787,0.95,0.68,3,165,3,0,0,IT,medium,YES
4787,4787,6788,0.96,0.85,5,171,2,0,0,RandD,medium,YES
4788,4788,6789,0.96,0.82,5,164,2,0,0,RandD,medium,YES
4789,4789,6790,0.63,0.81,4,265,2,0,0,RandD,medium,YES
4790,4790,6791,0.83,0.71,4,196,2,0,0,RandD,medium,YES
4791,4791,6792,0.61,0.72,4,182,2,1,0,RandD,medium,YES
4792,4792,6793,0.89,0.66,3,272,3,0,0,RandD,medium,YES
4793,4793,6794,0.67,0.63,3,241,3,0,0,marketing,medium,YES
4794,4794,6795,0.61,1.0,5,139,2,0,0,sales,medium,YES
4795,4795,6796,0.58,0.77,3,180,2,0,0,accounting,high,YES
4796,4796,6797,0.56,0.76,4,206,2,1,0,support,low,YES
4797,4797,6798,0.13,0.49,6,227,4,0,0,technical,medium,YES
4798,4798,6799,0.39,1.0,5,204,5,1,0,management,medium,YES
4799,4799,6800,0.94,0.48,4,218,3,0,0,marketing,medium,YES
4800,4800,6801,0.63,0.61,3,205,2,0,0,marketing,medium,YES
