CUSTOMER NUM|PRODUCT NUM|QUANTITY PURCHASED|DISCOUNT TAKEN|TRANSACTION DATE|STOCKOUT
10478|30017|6|0.2|4/10/2015|0
10375|30021|9|0|4/10/2015|0
10286|30020|10|0|4/10/2015|0
10042|30019|6|0.1|4/10/2015|0
10014|30017|7|0|4/10/2015|0
10077|30017|10|0.1|4/10/2015|0
10086|30018|6|0|4/10/2015|0
10332|30021|10|0|4/10/2015|1
10412|30019|11|0|4/10/2015|0
10146|30018|9|0.4|4/10/2015|0
10211|30020|11|0|4/10/2015|0
10194|30022|12|0|4/10/2015|0
10181|30018|15|0|4/10/2015|0
10481|30027|4|0.2|4/10/2015|0
10073|30024|8|0|4/10/2015|0
10134|30023|8|0.5|4/10/2015|0
10278|30024|10|0|4/10/2015|0
10207|30024|9|0|4/10/2015|1
10341|30023|8|0|4/10/2015|0
10455|30023|10|0|4/10/2015|0
10138|30024|14|0|4/10/2015|0
10204|30029|15|0|4/10/2015|0
10180|30001|3|0|4/10/2015|1
10298|30004|3|0|4/10/2015|0
10032|30015|4|0|4/10/2015|0
10295|30010|8|0|4/10/2015|0
10337|30014|5|0|4/10/2015|0
10416|30010|7|0|4/10/2015|0
10387|30012|6|0|4/10/2015|0
10480|30010|5|0|4/10/2015|0
10445|30010|5|0.2|4/10/2015|0
10225|30015|7|0|4/10/2015|0
10330|30016|11|0|4/10/2015|0
10296|30015|7|0|4/10/2015|0
10433|30012|11|0|4/10/2015|0
10347|30015|10|0.4|4/10/2015|0
10089|30015|9|0|4/10/2015|0
10491|30014|11|0|4/10/2015|0
10381|30010|10|0|4/10/2015|0
10227|30012|13|0|4/10/2015|0
10417|30011|15|0|4/10/2015|0
10001|30011|12|0.3|4/10/2015|0
10117|30016|15|0.1|4/10/2015|0
10197|30013|16|0|4/10/2015|0
10482|30010|13|0|4/10/2015|0
10249|30016|14|0.4|4/10/2015|0
10027|30022|12|0|4/10/2015|0
10367|30021|11|0.1|4/10/2015|0
10079|30017|7|0|4/10/2015|0
10313|30019|9|0.1|4/10/2015|0
10066|30021|8|0|4/10/2015|0
10017|30021|10|0|4/10/2015|0
10340|30021|14|0|4/10/2015|0
10231|30018|11|0|4/10/2015|0
10059|30018|13|0|4/10/2015|0
10270|30022|14|0|4/10/2015|0
10254|30021|13|0|4/10/2015|0
10094|30019|16|0|4/10/2015|0
10127|30018|14|0|4/10/2015|0
10175|30017|16|0|4/10/2015|0
10356|30018|15|0.2|4/10/2015|0
10392|30023|11|0|4/10/2015|0
10322|30024|13|0|4/10/2015|0
10498|30030|14|0.2|4/10/2015|0
10193|30023|15|0|4/10/2015|0
10187|30027|12|0|4/10/2015|0
10394|30023|14|0.1|4/10/2015|0
10415|30024|17|0.1|4/10/2015|0
10213|30026|14|0.3|4/10/2015|0
10135|30028|14|0|4/10/2015|0
10083|30025|16|0|4/10/2015|0
10275|30006|4|0|4/10/2015|0
10236|30005|6|0.2|4/10/2015|0
10162|30007|8|0|4/10/2015|0
10366|30004|10|0.2|4/10/2015|0
10366|30002|6|0.1|4/10/2015|0
10128|30022|9|0|4/11/2015|1
10406|30024|8|0|4/11/2015|0
10500|30024|5|0.5|4/11/2015|0
10367|30015|12|0.2|4/11/2015|0
10480|30018|10|0.1|4/11/2015|0
10007|30021|10|0.1|4/11/2015|0
10228|30005|7|0|4/11/2015|0
10236|30007|6|0|4/11/2015|0
10102|30002|10|0|4/11/2015|0
10033|30012|3|0|4/12/2015|0
10217|30012|8|0|4/12/2015|0
10400|30010|10|0|4/12/2015|0
10201|30013|11|0|4/12/2015|0
10156|30013|10|0|4/12/2015|0
10235|30019|7|0|4/12/2015|0
10371|30021|8|0|4/12/2015|0
10078|30024|2|0|4/12/2015|0
10180|30008|5|0|4/12/2015|0
10301|30015|5|0|4/12/2015|0
10354|30013|13|0|4/12/2015|0
10249|30015|12|0|4/12/2015|0
10039|30017|15|0|4/12/2015|0
10025|30024|13|0.3|4/12/2015|0
10025|30023|12|0.1|4/12/2015|0
10285|30024|14|0.3|4/12/2015|0
10281|30020|12|0|4/13/2015|0
10194|30024|15|0|4/13/2015|0
10453|30001|5|0|4/13/2015|0
10097|30012|11|0|4/13/2015|1
10179|30014|9|0|4/13/2015|0
10039|30018|14|0.2|4/13/2015|1
10022|30024|15|0|4/13/2015|0
10336|30003|9|0|4/13/2015|0
10072|30007|9|0|4/13/2015|0
10153|30018|8|0|4/14/2015|1
10215|30023|13|0.1|4/14/2015|1
10428|30020|11|0.3|4/14/2015|0
10391|30017|14|0|4/14/2015|0
10388|30010|5|0|4/15/2015|1
10268|30012|5|0.1|4/15/2015|0
10264|30022|11|0|4/15/2015|0
10181|30030|14|0|4/15/2015|0
10295|30015|7|0|4/15/2015|0
10085|30014|6|0|4/15/2015|1
10289|30013|12|0|4/15/2015|0
10376|30016|15|0|4/15/2015|0
10490|30010|14|0|4/15/2015|0
10242|30017|12|0|4/15/2015|0
10242|30022|9|0|4/15/2015|0
10192|30020|13|0.2|4/15/2015|0
10391|30018|16|0|4/15/2015|0
10143|30024|6|0|4/15/2015|0
10258|30026|15|0.1|4/15/2015|0
10477|30005|13|0.6|4/15/2015|0
10031|30014|9|0|4/16/2015|0
10341|30014|10|0|4/16/2015|0
10279|30013|9|0|4/16/2015|0
10182|30019|4|0|4/16/2015|0
10265|30022|9|0.1|4/16/2015|0
10033|30009|3|0|4/16/2015|0
10293|30008|6|0|4/16/2015|0
10229|30007|4|0|4/16/2015|0
10276|30016|11|0|4/16/2015|0
10105|30010|12|0|4/16/2015|0
10126|30011|9|0|4/16/2015|0
10164|30011|11|0.2|4/16/2015|0
10354|30013|16|0|4/16/2015|0
10233|30022|15|0|4/16/2015|0
10304|30021|13|0.3|4/16/2015|0
10292|30013|2|0|4/17/2015|0
10222|30010|6|0|4/17/2015|0
10308|30015|5|0|4/17/2015|0
10403|30012|7|0|4/17/2015|0
10176|30011|8|0.1|4/17/2015|0
10353|30015|8|0|4/17/2015|0
10274|30015|8|0|4/17/2015|0
10375|30012|9|0|4/17/2015|0
10061|30016|5|0|4/17/2015|0
10426|30016|9|0|4/17/2015|0
10446|30015|7|0|4/17/2015|0
10456|30013|10|0|4/17/2015|0
10316|30012|5|0|4/17/2015|0
10232|30010|6|0|4/17/2015|0
10125|30011|7|0|4/17/2015|0
10132|30014|9|0|4/17/2015|0
10132|30012|11|0|4/17/2015|0
10147|30011|9|0.4|4/17/2015|0
10343|30011|8|0|4/17/2015|0
10341|30016|8|0|4/17/2015|0
10146|30012|11|0|4/17/2015|0
10371|30013|13|0.2|4/17/2015|0
10405|30016|13|0|4/17/2015|1
10481|30021|7|0|4/17/2015|0
10379|30020|4|0|4/17/2015|0
10120|30020|6|0|4/17/2015|0
10372|30018|5|0.1|4/17/2015|0
10303|30017|6|0|4/17/2015|0
10016|30021|10|0|4/17/2015|0
10081|30017|6|0|4/17/2015|0
10134|30020|7|0.4|4/17/2015|0
10268|30017|9|0|4/17/2015|0
10335|30019|10|0|4/17/2015|0
10335|30017|10|0|4/17/2015|1
10201|30021|10|0|4/17/2015|0
10365|30017|11|0|4/17/2015|0
10207|30020|8|0|4/17/2015|0
10215|30018|10|0|4/17/2015|0
10427|30021|14|0.3|4/17/2015|1
10181|30022|13|0.3|4/17/2015|0
10481|30029|6|0|4/17/2015|0
10220|30023|4|0|4/17/2015|0
10020|30023|8|0.2|4/17/2015|0
10086|30023|7|0|4/17/2015|0
10068|30028|12|0.3|4/17/2015|0
10298|30008|6|0.1|4/17/2015|0
10160|30001|3|0|4/17/2015|0
10307|30005|6|0|4/17/2015|0
10146|30002|13|0|4/17/2015|0
10189|30011|7|0.2|4/17/2015|0
10111|30013|8|0|4/17/2015|0
10225|30014|7|0|4/17/2015|0
10253|30016|8|0|4/17/2015|0
10373|30013|9|0.4|4/17/2015|0
10004|30011|13|0|4/17/2015|1
10034|30014|13|0|4/17/2015|0
10498|30015|12|0|4/17/2015|0
10300|30012|14|0|4/17/2015|0
10091|30010|14|0|4/17/2015|0
10312|30016|13|0.2|4/17/2015|0
10312|30016|10|0|4/17/2015|0
10149|30011|13|0.2|4/17/2015|0
10018|30012|11|0|4/17/2015|0
10270|30013|15|0.1|4/17/2015|0
10038|30010|14|0|4/17/2015|0
10470|30010|12|0.2|4/17/2015|0
10197|30015|16|0|4/17/2015|0
10019|30012|16|0.2|4/17/2015|0
10213|30015|17|0|4/17/2015|0
10099|30013|17|0|4/17/2015|0
10323|30017|9|0|4/17/2015|0
10276|30020|7|0|4/17/2015|0
10027|30017|7|0.2|4/17/2015|0
10105|30020|7|0|4/17/2015|0
10404|30017|12|0|4/17/2015|0
10066|30017|11|0|4/17/2015|0
10315|30021|9|0|4/17/2015|0
10003|30019|12|0|4/17/2015|0
10381|30022|13|0|4/17/2015|0
10260|30020|10|0|4/17/2015|0
10164|30022|15|0|4/17/2015|0
10340|30017|12|0|4/17/2015|0
10231|30019|15|0|4/17/2015|0
10149|30020|12|0.1|4/17/2015|0
10227|30019|11|0|4/17/2015|1
10051|30021|11|0|4/17/2015|0
10154|30021|11|0|4/17/2015|0
10329|30021|14|0|4/17/2015|0
10496|30020|11|0|4/17/2015|0
10368|30018|12|0|4/17/2015|0
10039|30019|13|0|4/17/2015|0
10188|30021|12|0.3|4/17/2015|0
10233|30018|12|0.2|4/17/2015|0
10130|30019|17|0|4/17/2015|0
10493|30018|17|0.1|4/17/2015|0
10045|30020|18|0|4/17/2015|0
10070|30024|9|0|4/17/2015|1
10477|30023|10|0|4/17/2015|0
10300|30024|11|0|4/17/2015|0
10380|30023|14|0|4/17/2015|0
10082|30024|12|0.3|4/17/2015|0
10026|30030|12|0|4/17/2015|0
10030|30024|18|0|4/17/2015|0
10083|30029|15|0|4/17/2015|0
10171|30029|18|0|4/17/2015|0
10408|30023|15|0|4/17/2015|0
10490|30024|16|0|4/17/2015|0
10479|30008|9|0|4/17/2015|0
10413|30002|7|0|4/17/2015|0
10413|30006|6|0.1|4/17/2015|0
10366|30009|6|0.3|4/17/2015|0
10255|30007|5|0|4/17/2015|0
10284|30006|9|0|4/17/2015|0
10284|30006|14|0.3|4/17/2015|0
10466|30002|15|0|4/17/2015|0
10054|30016|4|0|4/18/2015|0
10299|30014|6|0|4/18/2015|0
10378|30013|6|0|4/18/2015|0
10232|30019|7|0|4/18/2015|0
10230|30021|6|0|4/18/2015|0
10211|30021|13|0|4/18/2015|0
10374|30027|11|0|4/18/2015|1
10456|30002|8|0|4/18/2015|0
10162|30014|6|0|4/18/2015|0
10109|30012|9|0.2|4/18/2015|0
10089|30012|13|0|4/18/2015|0
10300|30021|14|0|4/18/2015|0
10339|30020|14|0|4/18/2015|0
10457|30019|16|0.3|4/18/2015|0
10062|30023|13|0|4/18/2015|0
10306|30026|15|0.1|4/18/2015|0
10434|30003|5|0|4/18/2015|0
10027|30001|12|0|4/18/2015|0
10324|30021|5|0|4/19/2015|0
10043|30021|6|0|4/19/2015|0
10219|30020|4|0|4/19/2015|0
10370|30018|8|0.4|4/19/2015|0
10355|30018|13|0|4/19/2015|0
10082|30012|14|0.3|4/19/2015|1
10095|30018|13|0.3|4/19/2015|0
10038|30018|13|0|4/19/2015|0
10025|30020|13|0|4/19/2015|0
10164|30023|12|0|4/19/2015|0
10075|30025|12|0|4/19/2015|0
10337|30009|7|0|4/19/2015|0
10090|30006|5|0|4/19/2015|0
10476|30007|12|0|4/19/2015|1
10341|30014|8|0|4/20/2015|0
10281|30016|11|0|4/20/2015|0
10107|30011|9|0|4/20/2015|0
10120|30022|7|0|4/20/2015|0
10446|30022|8|0|4/20/2015|0
10161|30019|10|0|4/20/2015|0
10215|30017|10|0|4/20/2015|0
10344|30023|7|0.1|4/20/2015|0
10240|30016|10|0.4|4/20/2015|0
10312|30013|14|0|4/20/2015|0
10356|30030|14|0|4/20/2015|1
10435|30028|13|0.2|4/20/2015|0
10434|30004|7|0.5|4/20/2015|0
10056|30015|3|0|4/21/2015|0
10112|30012|6|0|4/21/2015|0
10264|30019|8|0|4/21/2015|0
10042|30024|7|0|4/21/2015|0
10434|30013|5|0|4/21/2015|0
10218|30011|13|0|4/21/2015|0
10085|30022|11|0|4/21/2015|0
10435|30027|13|0.3|4/21/2015|0
10332|30014|12|0|4/22/2015|0
10138|30027|12|0|4/22/2015|0
10297|30006|3|0|4/22/2015|0
10202|30017|9|0|4/22/2015|0
10007|30017|9|0|4/22/2015|0
10389|30017|18|0.4|4/22/2015|0
10082|30023|14|0.3|4/22/2015|0
10199|30024|13|0|4/22/2015|0
10415|30024|12|0|4/22/2015|0
10473|30026|14|0.2|4/22/2015|0
10331|30008|6|0|4/22/2015|0
10484|30007|16|0.2|4/22/2015|1
10125|30010|7|0|4/23/2015|0
10316|30019|8|0|4/23/2015|0
10392|30011|8|0|4/23/2015|0
10404|30016|7|0.1|4/23/2015|0
10021|30012|10|0.3|4/23/2015|0
10441|30010|15|0.1|4/23/2015|0
10458|30019|16|0.1|4/23/2015|0
10413|30007|7|0.4|4/23/2015|0
10292|30011|3|0|4/24/2015|0
10011|30013|3|0|4/24/2015|0
10421|30010|4|0|4/24/2015|0
10298|30014|1|0.2|4/24/2015|0
10229|30012|2|0|4/24/2015|0
10114|30015|2|0|4/24/2015|0
10110|30016|3|0|4/24/2015|0
10165|30012|8|0|4/24/2015|0
10403|30011|5|0|4/24/2015|0
10403|30011|5|0|4/24/2015|0
10239|30014|4|0|4/24/2015|0
10053|30010|4|0|4/24/2015|0
10044|30012|6|0.1|4/24/2015|0
10128|30011|9|0.2|4/24/2015|0
10429|30015|9|0|4/24/2015|0
10378|30011|6|0|4/24/2015|0
10378|30011|7|0|4/24/2015|0
10423|30010|7|0|4/24/2015|0
10500|30016|6|0|4/24/2015|0
10282|30015|10|0|4/24/2015|1
10485|30012|7|0|4/24/2015|0
10335|30016|10|0.1|4/24/2015|0
10335|30012|9|0.2|4/24/2015|0
10132|30015|6|0|4/24/2015|0
10205|30016|7|0|4/24/2015|0
10422|30016|8|0|4/24/2015|0
10064|30010|7|0|4/24/2015|0
10279|30010|7|0|4/24/2015|1
10093|30010|13|0|4/24/2015|0
10204|30015|15|0|4/24/2015|0
10133|30017|7|0|4/24/2015|0
10320|30019|8|0|4/24/2015|0
10128|30018|8|0|4/24/2015|1
10372|30018|9|0.3|4/24/2015|0
10375|30017|7|0|4/24/2015|1
10268|30021|10|0|4/24/2015|0
10410|30021|7|0|4/24/2015|0
10141|30022|8|0|4/24/2015|0
10436|30020|7|0.4|4/24/2015|1
10463|30019|9|0.4|4/24/2015|0
10369|30018|9|0|4/24/2015|0
10371|30018|9|0|4/24/2015|0
10209|30019|11|0|4/24/2015|0
10065|30019|12|0|4/24/2015|1
10204|30021|14|0|4/24/2015|0
10215|30020|12|0|4/24/2015|0
10353|30028|4|0|4/24/2015|0
10451|30023|5|0.1|4/24/2015|0
10024|30024|6|0|4/24/2015|0
10031|30023|5|0|4/24/2015|0
10081|30023|10|0|4/24/2015|0
10232|30024|7|0|4/24/2015|0
10119|30023|5|0|4/24/2015|0
10014|30024|7|0|4/24/2015|0
10151|30023|8|0.1|4/24/2015|0
10309|30023|14|0|4/24/2015|0
10438|30024|9|0|4/24/2015|0
10421|30008|6|0|4/24/2015|0
10298|30005|5|0.2|4/24/2015|0
10160|30007|4|0|4/24/2015|0
10160|30006|7|0|4/24/2015|0
10029|30010|4|0.3|4/24/2015|0
10228|30015|6|0|4/24/2015|0
10228|30012|4|0|4/24/2015|0
10228|30011|6|0.2|4/24/2015|0
10337|30015|8|0|4/24/2015|0
10250|30011|5|0.1|4/24/2015|0
10052|30012|8|0|4/24/2015|0
10124|30014|5|0|4/24/2015|0
10255|30013|5|0|4/24/2015|0
10434|30012|9|0.1|4/24/2015|0
10050|30013|10|0.3|4/24/2015|1
10225|30010|11|0|4/24/2015|0
10330|30010|9|0.1|4/24/2015|0
10240|30010|11|0.1|4/24/2015|0
10015|30013|8|0|4/24/2015|0
10433|30010|8|0|4/24/2015|0
10074|30016|11|0|4/24/2015|0
10476|30010|11|0.2|4/24/2015|0
10004|30016|8|0|4/24/2015|0
10284|30012|9|0|4/24/2015|0
10062|30010|12|0|4/24/2015|0
10009|30013|14|0|4/24/2015|0
10270|30012|13|0|4/24/2015|0
10185|30014|12|0|4/24/2015|0
10252|30010|12|0.1|4/24/2015|0
10094|30014|14|0|4/24/2015|0
10025|30016|12|0|4/24/2015|1
10001|30015|16|0.4|4/24/2015|0
10266|30010|13|0|4/24/2015|0
10368|30014|15|0|4/24/2015|1
10130|30015|13|0.5|4/24/2015|0
10087|30015|16|0.2|4/24/2015|0
10465|30011|16|0|4/24/2015|0
10285|30016|13|0|4/24/2015|0
10088|30019|6|0|4/24/2015|0
10240|30021|9|0|4/24/2015|0
10143|30017|10|0|4/24/2015|0
10166|30021|7|0.3|4/24/2015|0
10256|30018|9|0|4/24/2015|0
10034|30019|14|0|4/24/2015|0
10017|30019|9|0|4/24/2015|0
10477|30019|10|0.3|4/24/2015|0
10437|30022|15|0|4/24/2015|0
10380|30020|12|0|4/24/2015|0
10312|30018|10|0.6|4/24/2015|0
10095|30022|12|0|4/24/2015|0
10231|30020|12|0|4/24/2015|0
10199|30019|13|0|4/24/2015|0
10470|30017|13|0|4/24/2015|0
10199|30018|16|0.1|4/24/2015|0
10417|30019|14|0.1|4/24/2015|0
10466|30019|16|0|4/24/2015|0
10466|30018|14|0.2|4/24/2015|0
10262|30021|15|0|4/24/2015|0
10175|30020|14|0|4/24/2015|0
10385|30020|16|0|4/24/2015|0
10019|30019|16|0|4/24/2015|0
10415|30018|12|0|4/24/2015|0
10026|30021|13|0.3|4/24/2015|0
10087|30022|14|0|4/24/2015|0
10306|30017|14|0|4/24/2015|0
10285|30019|18|0.1|4/24/2015|0
10092|30020|15|0|4/24/2015|0
10392|30023|9|0|4/24/2015|0
10027|30023|7|0.4|4/24/2015|0
10234|30023|8|0|4/24/2015|0
10152|30023|12|0|4/24/2015|0
10154|30023|11|0.2|4/24/2015|0
10394|30027|17|0.4|4/24/2015|0
10266|30023|15|0|4/24/2015|0
10415|30023|15|0|4/24/2015|1
10415|30026|14|0.1|4/24/2015|0
10026|30024|13|0|4/24/2015|1
10023|30025|13|0.1|4/24/2015|0
10208|30024|15|0.3|4/24/2015|0
10306|30026|18|0|4/24/2015|0
10171|30028|18|0|4/24/2015|0
10408|30023|15|0|4/24/2015|0
10295|30003|9|0|4/24/2015|0
10337|30005|8|0.4|4/24/2015|0
10236|30005|5|0.4|4/24/2015|0
10072|30007|5|0|4/24/2015|0
10474|30008|16|0.2|4/24/2015|0
10001|30001|17|0.1|4/24/2015|0
10273|30006|18|0|4/24/2015|0
10258|30009|16|0|4/24/2015|0
10265|30021|11|0|4/25/2015|0
10090|30013|4|0|4/25/2015|0
10480|30013|7|0|4/25/2015|0
10373|30014|12|0|4/25/2015|0
10218|30015|12|0|4/25/2015|0
10038|30016|13|0.3|4/25/2015|0
10066|30018|9|0.3|4/25/2015|0
10091|30017|14|0|4/25/2015|0
10398|30024|10|0.1|4/25/2015|0
10262|30026|17|0.1|4/25/2015|1
10029|30001|5|0|4/25/2015|0
10414|30015|10|0|4/26/2015|0
10493|30015|13|0|4/26/2015|0
10253|30019|11|0.3|4/26/2015|1
10247|30022|13|0|4/26/2015|0
10423|30016|5|0|4/27/2015|0
10400|30021|9|0|4/27/2015|0
10288|30017|9|0|4/27/2015|0
10355|30024|15|0|4/27/2015|0
10241|30007|5|0|4/27/2015|0
10085|30015|10|0|4/27/2015|1
10106|30010|11|0|4/27/2015|0
10046|30021|5|0|4/27/2015|0
10218|30020|14|0.3|4/27/2015|0
10190|30019|15|0|4/27/2015|0
10046|30027|8|0|4/27/2015|0
10192|30023|13|0|4/27/2015|0
10172|30001|4|0.2|4/27/2015|0
10325|30005|6|0|4/27/2015|0
10324|30014|4|0|4/28/2015|0
10141|30016|9|0|4/28/2015|0
10064|30014|11|0.1|4/28/2015|0
10239|30023|4|0|4/28/2015|0
10455|30027|14|0|4/28/2015|0
10161|30023|15|0|4/28/2015|0
10456|30007|7|0|4/28/2015|0
10479|30012|6|0.4|4/28/2015|0
10322|30011|10|0|4/28/2015|0
10475|30015|16|0.2|4/28/2015|0
10266|30010|17|0|4/28/2015|1
10039|30014|13|0.1|4/28/2015|0
10360|30024|13|0|4/28/2015|0
10437|30023|11|0.3|4/28/2015|0
10399|30025|16|0|4/28/2015|0
10163|30026|16|0.3|4/28/2015|1
10448|30004|5|0|4/28/2015|0
10022|30005|15|0.3|4/28/2015|0
10243|30012|5|0.1|4/29/2015|0
10264|30015|11|0|4/29/2015|0
10405|30011|15|0|4/29/2015|1
10147|30021|8|0|4/29/2015|0
10216|30021|12|0.3|4/29/2015|0
10461|30017|12|0|4/29/2015|0
10292|30006|5|0|4/29/2015|0
10333|30015|6|0|4/29/2015|0
10276|30016|11|0|4/29/2015|0
10367|30011|8|0|4/29/2015|0
10498|30016|11|0.3|4/29/2015|0
10094|30011|12|0.3|4/29/2015|0
10300|30021|14|0.3|4/29/2015|1
10175|30019|13|0.5|4/29/2015|0
10266|30017|15|0|4/29/2015|0
10165|30013|4|0.4|4/30/2015|0
10016|30020|7|0|4/30/2015|0
10438|30021|14|0|4/30/2015|1
10493|30011|14|0|4/30/2015|0
10399|30028|13|0|4/30/2015|0
10469|30002|6|0.4|4/30/2015|0
10011|30013|4|0|5/1/2015|0
10390|30015|4|0|5/1/2015|0
10421|30010|1|0.4|5/1/2015|0
10036|30016|1|0|5/1/2015|0
10033|30015|6|0|5/1/2015|0
10261|30011|3|0|5/1/2015|0
10263|30011|8|0|5/1/2015|0
10224|30016|7|0.4|5/1/2015|0
10407|30015|6|0|5/1/2015|0
10158|30011|8|0.4|5/1/2015|0
10379|30013|5|0|5/1/2015|0
10103|30014|4|0|5/1/2015|0
10037|30013|4|0|5/1/2015|0
10054|30013|3|0|5/1/2015|0
10274|30013|4|0|5/1/2015|0
10320|30014|3|0|5/1/2015|0
10128|30015|6|0|5/1/2015|0
10128|30010|9|0|5/1/2015|0
10145|30011|4|0|5/1/2015|0
10120|30013|8|0|5/1/2015|0
10120|30011|5|0|5/1/2015|0
10073|30016|4|0.4|5/1/2015|0
10245|30016|4|0.4|5/1/2015|0
10245|30014|7|0|5/1/2015|0
10358|30010|5|0|5/1/2015|0
10478|30016|9|0|5/1/2015|0
10375|30013|4|0|5/1/2015|0
10344|30010|8|0.3|5/1/2015|0
10388|30012|8|0|5/1/2015|0
10096|30014|10|0.2|5/1/2015|0
10141|30015|7|0.5|5/1/2015|0
10335|30010|8|0.3|5/1/2015|0
10462|30012|9|0|5/1/2015|1
10013|30016|10|0|5/1/2015|0
10235|30016|11|0|5/1/2015|0
10418|30014|9|0|5/1/2015|0
10345|30011|7|0|5/1/2015|0
10489|30013|8|0|5/1/2015|0
10057|30012|9|0|5/1/2015|0
10055|30013|12|0.5|5/1/2015|0
10174|30016|11|0|5/1/2015|0
10064|30015|11|0|5/1/2015|0
10093|30016|11|0|5/1/2015|1
10159|30015|9|0|5/1/2015|0
10049|30016|12|0|5/1/2015|0
10178|30015|15|0|5/1/2015|0
10224|30022|3|0|5/1/2015|0
10103|30019|5|0.3|5/1/2015|0
10320|30022|6|0|5/1/2015|0
10044|30022|6|0.4|5/1/2015|0
10372|30021|7|0|5/1/2015|0
10386|30021|7|0|5/1/2015|0
10386|30017|8|0|5/1/2015|0
10375|30022|5|0|5/1/2015|0
10375|30021|9|0|5/1/2015|0
10344|30019|6|0.5|5/1/2015|0
10303|30020|9|0|5/1/2015|0
10140|30017|8|0.4|5/1/2015|0
10282|30018|10|0|5/1/2015|0
10414|30022|8|0.3|5/1/2015|0
10414|30020|5|0|5/1/2015|0
10467|30020|6|0.3|5/1/2015|0
10264|30021|11|0.3|5/1/2015|0
10265|30022|9|0.3|5/1/2015|0
10086|30018|11|0|5/1/2015|0
10349|30017|11|0|5/1/2015|0
10057|30017|11|0.5|5/1/2015|1
10341|30022|10|0|5/1/2015|0
10064|30021|9|0|5/1/2015|0
10084|30022|8|0|5/1/2015|0
10139|30018|9|0|5/1/2015|1
10401|30019|12|0|5/1/2015|0
10068|30017|13|0|5/1/2015|0
10068|30017|8|0.1|5/1/2015|0
10146|30022|10|0|5/1/2015|1
10309|30019|12|0|5/1/2015|0
10211|30019|14|0.3|5/1/2015|0
10355|30019|13|0|5/1/2015|0
10194|30017|12|0|5/1/2015|0
10049|30019|10|0|5/1/2015|0
10215|30018|14|0|5/1/2015|0
10348|30020|13|0.5|5/1/2015|0
10036|30029|6|0|5/1/2015|0
10165|30023|5|0|5/1/2015|0
10451|30023|6|0|5/1/2015|0
10040|30024|8|0|5/1/2015|0
10054|30023|5|0|5/1/2015|0
10406|30023|8|0|5/1/2015|0
10010|30023|10|0|5/1/2015|0
10446|30029|8|0|5/1/2015|0
10410|30024|6|0|5/1/2015|0
10221|30023|8|0|5/1/2015|0
10077|30024|8|0|5/1/2015|0
10122|30023|7|0|5/1/2015|0
10002|30024|7|0|5/1/2015|0
10287|30023|9|0|5/1/2015|0
10055|30023|8|0|5/1/2015|0
10006|30024|14|0|5/1/2015|0
10419|30026|14|0|5/1/2015|0
10161|30026|10|0.3|5/1/2015|0
10161|30024|15|0|5/1/2015|0
10204|30025|10|0|5/1/2015|0
10292|30007|3|0|5/1/2015|0
10421|30002|6|0.1|5/1/2015|0
10222|30007|5|0|5/1/2015|0
10308|30007|7|0|5/1/2015|0
10160|30008|3|0|5/1/2015|0
10343|30009|8|0|5/1/2015|0
10107|30002|9|0|5/1/2015|0
10384|30013|8|0|5/1/2015|0
10382|30010|8|0|5/1/2015|0
10413|30014|4|0.1|5/1/2015|0
10069|30013|8|0|5/1/2015|0
10416|30012|4|0|5/1/2015|0
10331|30012|8|0|5/1/2015|0
10255|30015|6|0|5/1/2015|0
10452|30015|9|0|5/1/2015|0
10111|30014|6|0.5|5/1/2015|0
10225|30011|7|0|5/1/2015|0
10085|30010|6|0.3|5/1/2015|0
10226|30011|7|0.1|5/1/2015|0
10420|30010|11|0.1|5/1/2015|0
10143|30015|6|0|5/1/2015|0
10449|30012|8|0|5/1/2015|0
10027|30012|8|0|5/1/2015|0
10071|30010|8|0|5/1/2015|0
10071|30014|9|0.3|5/1/2015|0
10443|30016|9|0.2|5/1/2015|0
10313|30010|11|0|5/1/2015|0
10007|30013|12|0|5/1/2015|0
10070|30011|8|0|5/1/2015|0
10302|30013|10|0|5/1/2015|1
10256|30015|8|0|5/1/2015|0
10034|30012|9|0|5/1/2015|0
10267|30011|12|0.1|5/1/2015|0
10381|30011|11|0|5/1/2015|0
10106|30010|14|0.4|5/1/2015|0
10022|30016|13|0|5/1/2015|0
10339|30015|10|0|5/1/2015|0
10231|30012|10|0|5/1/2015|0
10396|30013|11|0|5/1/2015|0
10059|30013|15|0.4|5/1/2015|0
10270|30012|16|0.3|5/1/2015|0
10185|30012|14|0|5/1/2015|0
10051|30016|13|0|5/1/2015|0
10094|30013|12|0|5/1/2015|0
10123|30011|15|0|5/1/2015|1
10008|30010|15|0|5/1/2015|0
10058|30016|14|0.1|5/1/2015|0
10346|30014|17|0.1|5/1/2015|0
10483|30011|12|0|5/1/2015|0
10019|30010|16|0|5/1/2015|1
10210|30012|13|0.3|5/1/2015|0
10368|30016|15|0.1|5/1/2015|0
10411|30012|15|0|5/1/2015|1
10039|30016|12|0.2|5/1/2015|0
10130|30016|12|0.7|5/1/2015|0
10092|30015|17|0|5/1/2015|0
10189|30017|6|0.1|5/1/2015|0
10015|30021|11|0|5/1/2015|0
10015|30022|9|0|5/1/2015|0
10251|30020|8|0.1|5/1/2015|0
10322|30020|11|0.3|5/1/2015|0
10017|30018|12|0|5/1/2015|0
10017|30018|14|0|5/1/2015|0
